start_gesture_time,end_gesture_time,gesture_detected,send_time,move_start_time,inference_time,delay,fps
18:25:18.939,18:25:18.990,Kanan,18:25:18.990,18:25:19.190,0.05093,0.200,12.96
18:25:19.017,18:25:19.068,Kanan,18:25:19.068,18:25:19.268,0.05150,0.200,12.85
18:25:19.096,18:25:19.150,Kanan,18:25:19.150,18:25:19.350,0.05457,0.200,12.91
18:25:19.186,18:25:19.241,Kanan,18:25:19.242,18:25:19.442,0.05476,0.200,10.79
18:25:19.265,18:25:19.317,Kanan,18:25:19.317,18:25:19.517,0.05233,0.200,12.83
18:25:19.342,18:25:19.396,Kanan,18:25:19.396,18:25:19.596,0.05320,0.200,12.87
18:25:19.420,18:25:19.472,Kanan,18:25:19.473,18:25:19.673,0.05254,0.200,13.04
18:25:19.499,18:25:19.553,Kanan,18:25:19.555,18:25:19.755,0.05414,0.200,12.73
18:25:19.589,18:25:19.645,Kanan,18:25:19.645,18:25:19.845,0.05544,0.200,10.82
18:25:19.668,18:25:19.721,Kanan,18:25:19.721,18:25:19.921,0.05377,0.200,12.93
18:25:19.745,18:25:19.796,Kiri,18:25:19.796,18:25:19.996,0.05028,0.200,12.84
18:25:19.824,18:25:19.875,Kiri,18:25:19.875,18:25:20.075,0.05158,0.200,12.72
18:25:19.901,18:25:19.954,Kiri,18:25:19.954,18:25:20.154,0.05217,0.200,12.99
18:25:19.978,18:25:20.031,Kiri,18:25:20.031,18:25:20.231,0.05262,0.200,12.89
18:25:20.055,18:25:20.106,Kiri,18:25:20.107,18:25:20.307,0.05019,0.200,12.94
18:25:20.133,18:25:20.184,Kiri,18:25:20.184,18:25:20.384,0.05074,0.200,12.89
18:25:20.211,18:25:20.261,Mundur,18:25:20.261,18:25:20.461,0.05028,0.200,12.92
18:25:20.289,18:25:20.343,Mundur,18:25:20.343,18:25:20.543,0.05350,0.200,12.75
18:25:20.367,18:25:20.426,Mundur,18:25:20.426,18:25:20.626,0.05899,0.200,12.88
18:25:20.459,18:25:20.518,Mundur,18:25:20.519,18:25:20.719,0.05866,0.200,10.78
18:25:20.553,18:25:20.622,Mundur,18:25:20.622,18:25:20.822,0.06878,0.200,10.80
18:25:20.646,18:25:20.701,Mundur,18:25:20.701,18:25:20.901,0.05482,0.200,10.75
18:25:20.742,18:25:20.799,Mundur,18:25:20.799,18:25:20.999,0.05705,0.200,10.87
18:25:20.830,18:25:20.880,Mundur,18:25:20.880,18:25:21.080,0.05053,0.200,10.82
18:25:20.907,18:25:20.958,Mundur,18:25:20.959,18:25:21.159,0.05032,0.200,12.92
18:25:20.985,18:25:21.036,Mundur,18:25:21.036,18:25:21.236,0.05016,0.200,12.70
18:25:21.064,18:25:21.117,Mundur,18:25:21.117,18:25:21.317,0.05286,0.200,12.99
18:25:21.141,18:25:21.194,Mundur,18:25:21.194,18:25:21.394,0.05302,0.200,12.87
18:25:21.217,18:25:21.268,Mundur,18:25:21.268,18:25:21.468,0.05050,0.200,12.96
18:25:21.296,18:25:21.348,Mundur,18:25:21.348,18:25:21.548,0.05244,0.200,12.88
18:25:21.372,18:25:21.423,Mundur,18:25:21.423,18:25:21.623,0.05060,0.200,12.98
18:25:21.449,18:25:21.499,Mundur,18:25:21.499,18:25:21.699,0.04953,0.200,13.08
18:25:21.527,18:25:21.583,Mundur,18:25:21.583,18:25:21.783,0.05600,0.200,12.77
18:25:21.621,18:25:21.675,Mundur,18:25:21.675,18:25:21.875,0.05309,0.200,10.80
18:25:21.697,18:25:21.750,Mundur,18:25:21.751,18:25:21.951,0.05268,0.200,13.00
18:25:21.775,18:25:21.830,Mundur,18:25:21.830,18:25:22.030,0.05452,0.200,12.76
18:25:21.852,18:25:21.905,Maju,18:25:21.905,18:25:22.105,0.05211,0.200,12.88
18:25:21.930,18:25:21.980,Maju,18:25:21.980,18:25:22.180,0.04992,0.200,12.94
18:25:22.007,18:25:22.059,Maju,18:25:22.059,18:25:22.259,0.05219,0.200,13.07
18:25:22.083,18:25:22.135,Maju,18:25:22.135,18:25:22.335,0.05215,0.200,12.98
18:25:22.163,18:25:22.214,Maju,18:25:22.214,18:25:22.414,0.05129,0.200,12.80
18:25:22.238,18:25:22.294,Maju,18:25:22.294,18:25:22.494,0.05605,0.200,12.96
18:25:22.315,18:25:22.368,Maju,18:25:22.368,18:25:22.568,0.05252,0.200,13.04
18:25:22.393,18:25:22.444,Maju,18:25:22.444,18:25:22.644,0.05121,0.200,12.91
18:25:22.469,18:25:22.520,Maju,18:25:22.521,18:25:22.721,0.05053,0.200,13.06
18:25:22.547,18:25:22.602,Maju,18:25:22.602,18:25:22.802,0.05417,0.200,12.86
18:25:22.624,18:25:22.675,Kiri,18:25:22.675,18:25:22.875,0.05084,0.200,13.01
18:25:22.702,18:25:22.754,Kiri,18:25:22.754,18:25:22.954,0.05247,0.200,12.82
18:25:22.780,18:25:22.832,Kiri,18:25:22.832,18:25:23.032,0.05265,0.200,12.95
18:25:22.857,18:25:22.908,Kiri,18:25:22.909,18:25:23.109,0.05024,0.200,12.83
18:25:22.935,18:25:22.985,Kiri,18:25:22.985,18:25:23.185,0.05007,0.200,13.03
18:25:23.015,18:25:23.066,Kiri,18:25:23.067,18:25:23.267,0.05149,0.200,12.62
18:25:23.090,18:25:23.142,Kiri,18:25:23.142,18:25:23.342,0.05165,0.200,12.94
18:25:23.166,18:25:23.218,Kiri,18:25:23.219,18:25:23.419,0.05196,0.200,13.22
18:25:23.244,18:25:23.295,Kiri,18:25:23.295,18:25:23.495,0.05080,0.200,12.90
18:25:23.322,18:25:23.374,Kiri,18:25:23.374,18:25:23.574,0.05259,0.200,12.95
18:25:23.397,18:25:23.449,Kiri,18:25:23.449,18:25:23.650,0.05202,0.201,13.08
18:25:23.475,18:25:23.529,Kanan,18:25:23.529,18:25:23.729,0.05360,0.200,12.82
18:25:23.551,18:25:23.602,Kanan,18:25:23.603,18:25:23.803,0.05091,0.200,13.10
18:25:23.630,18:25:23.681,Kanan,18:25:23.681,18:25:23.881,0.05124,0.200,12.82
18:25:23.707,18:25:23.759,Kanan,18:25:23.759,18:25:23.959,0.05245,0.200,12.92
18:25:23.786,18:25:23.839,Kanan,18:25:23.839,18:25:24.039,0.05331,0.200,12.98
18:25:23.863,18:25:23.914,Kanan,18:25:23.914,18:25:24.114,0.05164,0.200,12.89
