start_gesture_time,end_gesture_time,predicted_label,true_label,is_correct,send_time,inference_time,fps
16:40:23.688,16:40:23.740,Kanan,Kanan,True,16:40:23.740,0.05136,13.12
16:40:23.934,16:40:23.985,Kiri,Kanan,False,16:40:23.986,0.05084,12.88
16:40:24.163,16:40:24.213,Kanan,Kanan,True,16:40:24.213,0.04970,12.98
16:40:24.407,16:40:24.456,Kanan,Kanan,True,16:40:24.456,0.04913,13.08
16:40:24.638,16:40:24.691,Kanan,Kanan,True,16:40:24.691,0.05327,13.05
16:40:24.883,16:40:24.933,Kanan,Kanan,True,16:40:24.934,0.05004,13.06
16:40:25.112,16:40:25.162,Kanan,Kanan,True,16:40:25.162,0.05041,13.05
16:40:25.344,16:40:25.394,Kanan,Kanan,True,16:40:25.394,0.05021,12.94
16:40:25.574,16:40:25.626,Kanan,Kanan,True,16:40:25.627,0.05124,13.05
16:40:25.818,16:40:25.870,Kanan,Kanan,True,16:40:25.871,0.05193,13.16
16:40:26.052,16:40:26.105,Kanan,Kanan,True,16:40:26.105,0.05254,12.86
16:40:26.283,16:40:26.332,Kanan,Kanan,True,16:40:26.333,0.04916,13.05
16:40:26.529,16:40:26.579,Kanan,Kanan,True,16:40:26.580,0.05078,21.68
16:40:26.757,16:40:26.808,Kiri,Kanan,False,16:40:26.809,0.05119,13.13
16:40:26.987,16:40:27.037,Kiri,Kanan,False,16:40:27.037,0.04923,12.98
16:40:27.233,16:40:27.283,Kanan,Kanan,True,16:40:27.284,0.05031,12.86
16:40:27.461,16:40:27.513,Kanan,Kanan,True,16:40:27.513,0.05184,13.14
16:40:27.707,16:40:27.757,Kanan,Kanan,True,16:40:27.758,0.05024,10.92
16:40:27.936,16:40:27.987,Kanan,Kanan,True,16:40:27.987,0.05016,13.04
16:40:28.320,16:40:28.371,Kanan,Kanan,True,16:40:28.371,0.05037,21.72
16:40:28.672,16:40:28.724,Kanan,Kanan,True,16:40:28.725,0.05174,21.88
16:40:28.899,16:40:28.951,Kanan,Kanan,True,16:40:28.951,0.05181,13.13
16:40:29.129,16:40:29.180,Kiri,Kanan,False,16:40:29.180,0.05076,13.01
16:40:29.358,16:40:29.409,Kanan,Kanan,True,16:40:29.410,0.05094,13.13
16:40:29.590,16:40:29.643,Kanan,Kanan,True,16:40:29.644,0.05232,12.59
16:40:29.820,16:40:29.874,Kanan,Kanan,True,16:40:29.874,0.05384,12.99
16:40:30.096,16:40:30.149,Kanan,Kanan,True,16:40:30.150,0.05347,32.84
16:40:30.326,16:40:30.379,Kanan,Kanan,True,16:40:30.379,0.05284,12.96
16:40:30.555,16:40:30.607,Kiri,Kanan,False,16:40:30.608,0.05177,13.04
16:40:30.800,16:40:30.853,Kiri,Kanan,False,16:40:30.853,0.05271,13.02
16:40:31.029,16:40:31.079,Kanan,Kanan,True,16:40:31.079,0.04989,13.10
16:40:31.259,16:40:31.316,Kanan,Kanan,True,16:40:31.316,0.05728,13.07
16:40:31.503,16:40:31.555,Kanan,Kanan,True,16:40:31.555,0.05173,13.07
16:40:31.734,16:40:31.789,Kanan,Kanan,True,16:40:31.790,0.05527,12.94
16:40:31.976,16:40:32.028,Kanan,Kanan,True,16:40:32.029,0.05179,13.23
16:40:32.206,16:40:32.258,Kanan,Kanan,True,16:40:32.258,0.05231,13.04
16:40:32.437,16:40:32.487,Kanan,Kanan,True,16:40:32.487,0.05068,12.88
16:40:32.668,16:40:32.721,Kanan,Kanan,True,16:40:32.721,0.05226,13.01
16:40:36.754,16:40:36.810,Kiri,Kiri,True,16:40:36.810,0.05551,13.09
16:40:36.984,16:40:37.034,Kiri,Kiri,True,16:40:37.034,0.04965,13.06
16:40:37.216,16:40:37.268,Kiri,Kiri,True,16:40:37.268,0.05211,13.05
16:40:37.448,16:40:37.499,Kiri,Kiri,True,16:40:37.500,0.05132,12.80
16:40:37.695,16:40:37.747,Kiri,Kiri,True,16:40:37.747,0.05168,13.15
16:40:37.926,16:40:37.977,Kiri,Kiri,True,16:40:37.978,0.05167,13.04
16:40:38.156,16:40:38.208,Kiri,Kiri,True,16:40:38.208,0.05263,13.06
