start_gesture_time,end_gesture_time,predicted_label,true_label,is_correct,send_time,inference_time,fps
16:30:54.162,16:30:54.214,Kanan,N/A,N/A,16:30:54.215,0.05226,12.62
16:30:54.238,16:30:54.291,Kanan,N/A,N/A,16:30:54.291,0.05289,12.96
16:30:54.314,16:30:54.367,Kanan,N/A,N/A,16:30:54.367,0.05243,13.12
16:30:54.392,16:30:54.445,Kanan,N/A,N/A,16:30:54.445,0.05369,12.94
16:30:54.469,16:30:54.522,Kanan,N/A,N/A,16:30:54.522,0.05303,12.97
16:30:54.545,16:30:54.599,Kanan,N/A,N/A,16:30:54.599,0.05382,13.09
16:30:54.623,16:30:54.678,Kanan,N/A,N/A,16:30:54.678,0.05501,12.88
16:30:54.715,16:30:54.768,Kanan,N/A,N/A,16:30:54.768,0.05280,10.88
16:30:54.791,16:30:54.843,Kanan,N/A,N/A,16:30:54.843,0.05169,13.00
16:30:54.868,16:30:54.922,Kanan,N/A,N/A,16:30:54.922,0.05380,13.12
16:30:54.946,16:30:54.998,Kanan,N/A,N/A,16:30:54.998,0.05191,12.95
16:30:55.022,16:30:55.074,Kanan,N/A,N/A,16:30:55.074,0.05178,13.03
16:30:55.099,16:30:55.150,Kanan,N/A,N/A,16:30:55.150,0.05126,13.11
16:30:55.176,16:30:55.229,Kanan,N/A,N/A,16:30:55.229,0.05277,12.96
16:30:55.253,16:30:55.304,Kanan,N/A,N/A,16:30:55.305,0.05075,12.88
16:30:55.330,16:30:55.382,Kanan,N/A,N/A,16:30:55.382,0.05183,13.05
16:30:55.407,16:30:55.458,Kanan,N/A,N/A,16:30:55.458,0.05081,12.95
16:30:55.485,16:30:55.538,Kanan,N/A,N/A,16:30:55.538,0.05283,12.95
16:30:55.561,16:30:55.613,Kanan,N/A,N/A,16:30:55.613,0.05179,12.85
16:30:55.639,16:30:55.693,Kanan,N/A,N/A,16:30:55.693,0.05381,13.12
16:30:55.715,16:30:55.769,Kanan,N/A,N/A,16:30:55.769,0.05333,12.95
16:30:55.791,16:30:55.847,Kanan,N/A,N/A,16:30:55.847,0.05597,13.05
16:30:55.868,16:30:55.921,Kanan,N/A,N/A,16:30:55.921,0.05255,13.04
16:30:55.945,16:30:55.996,Kanan,N/A,N/A,16:30:55.996,0.05065,13.03
16:30:56.023,16:30:56.074,Kanan,N/A,N/A,16:30:56.074,0.05077,12.89
16:30:56.100,16:30:56.150,Kanan,N/A,N/A,16:30:56.150,0.05075,13.13
16:30:56.175,16:30:56.226,Kanan,N/A,N/A,16:30:56.226,0.05076,13.15
16:30:56.253,16:30:56.304,Kanan,N/A,N/A,16:30:56.304,0.05125,12.86
16:30:56.329,16:30:56.381,Kanan,N/A,N/A,16:30:56.382,0.05186,13.14
16:30:56.407,16:30:56.460,Kanan,N/A,N/A,16:30:56.460,0.05287,13.12
16:30:56.483,16:30:56.538,Kanan,N/A,N/A,16:30:56.538,0.05471,12.91
16:30:56.560,16:30:56.613,Kanan,N/A,N/A,16:30:56.614,0.05227,12.80
16:30:56.638,16:30:56.691,Kanan,N/A,N/A,16:30:56.691,0.05298,12.96
16:30:56.715,16:30:56.770,Kanan,N/A,N/A,16:30:56.770,0.05484,13.01
16:30:56.792,16:30:56.845,Kanan,N/A,N/A,16:30:56.845,0.05387,13.13
16:30:56.868,16:30:56.920,Kanan,N/A,N/A,16:30:56.920,0.05219,13.04
16:30:56.942,16:30:56.998,Kanan,N/A,N/A,16:30:56.998,0.05525,13.24
16:30:57.021,16:30:57.075,Kanan,N/A,N/A,16:30:57.075,0.05402,12.89
16:30:57.098,16:30:57.151,Kanan,N/A,N/A,16:30:57.151,0.05321,13.01
16:30:57.174,16:30:57.228,Kanan,N/A,N/A,16:30:57.228,0.05336,13.06
16:30:57.252,16:30:57.304,Kanan,N/A,N/A,16:30:57.304,0.05232,13.03
16:30:57.327,16:30:57.379,Kanan,N/A,N/A,16:30:57.379,0.05281,13.25
16:30:57.404,16:30:57.455,Kanan,N/A,N/A,16:30:57.455,0.05169,12.79
16:30:57.481,16:30:57.535,Kanan,N/A,N/A,16:30:57.535,0.05332,12.97
16:30:57.557,16:30:57.615,Kanan,N/A,N/A,16:30:57.615,0.05799,13.13
16:30:57.651,16:30:57.706,Kanan,N/A,N/A,16:30:57.706,0.05549,10.75
16:30:57.728,16:30:57.782,Kanan,N/A,N/A,16:30:57.782,0.05447,13.06
16:30:57.804,16:30:57.858,Kanan,N/A,N/A,16:30:57.858,0.05452,13.01
16:30:57.882,16:30:57.938,Kanan,N/A,N/A,16:30:57.938,0.05572,12.91
16:30:57.959,16:30:58.013,Kanan,N/A,N/A,16:30:58.013,0.05384,12.94
16:30:58.035,16:30:58.089,Kanan,N/A,N/A,16:30:58.089,0.05339,13.11
16:30:58.111,16:30:58.163,Kanan,N/A,N/A,16:30:58.163,0.05159,13.03
16:30:58.190,16:30:58.242,Kanan,N/A,N/A,16:30:58.242,0.05129,12.94
16:30:58.267,16:30:58.318,Kanan,N/A,N/A,16:30:58.318,0.05078,12.91
16:30:58.343,16:30:58.395,Kanan,N/A,N/A,16:30:58.395,0.05172,13.13
16:30:58.420,16:30:58.472,Kanan,N/A,N/A,16:30:58.473,0.05124,12.97
16:30:58.497,16:30:58.550,Kanan,N/A,N/A,16:30:58.550,0.05275,13.03
16:30:58.574,16:30:58.629,Kanan,N/A,N/A,16:30:58.629,0.05542,12.97
16:30:58.652,16:30:58.713,Kanan,N/A,N/A,16:30:58.713,0.06095,12.89
16:30:58.744,16:30:58.798,Kanan,N/A,N/A,16:30:58.798,0.05385,10.79
16:30:58.821,16:30:58.876,Kanan,N/A,N/A,16:30:58.876,0.05534,13.13
16:30:58.897,16:30:58.951,Kanan,N/A,N/A,16:30:58.951,0.05337,13.03
16:30:58.973,16:30:59.027,Kanan,N/A,N/A,16:30:59.027,0.05361,13.05
16:30:59.051,16:30:59.102,Kanan,N/A,N/A,16:30:59.103,0.05127,12.96
16:30:59.128,16:30:59.180,Kanan,N/A,N/A,16:30:59.180,0.05124,12.96
16:30:59.204,16:30:59.257,Kanan,N/A,N/A,16:30:59.257,0.05277,13.12
16:30:59.281,16:30:59.333,Kanan,N/A,N/A,16:30:59.333,0.05191,13.05
16:30:59.359,16:30:59.410,Kanan,N/A,N/A,16:30:59.410,0.05136,12.89
16:30:59.435,16:30:59.487,Kanan,N/A,N/A,16:30:59.488,0.05170,13.03
16:30:59.512,16:30:59.566,Kanan,N/A,N/A,16:30:59.566,0.05432,13.06
16:30:59.589,16:30:59.643,Kanan,N/A,N/A,16:30:59.643,0.05412,13.04
16:30:59.666,16:30:59.720,Kanan,N/A,N/A,16:30:59.720,0.05399,13.06
16:30:59.741,16:30:59.794,Kanan,N/A,N/A,16:30:59.794,0.05230,13.02
16:30:59.819,16:30:59.870,Kanan,N/A,N/A,16:30:59.870,0.05128,12.97
16:30:59.896,16:30:59.947,Kanan,N/A,N/A,16:30:59.947,0.05099,13.05
16:30:59.973,16:31:00.028,Kanan,N/A,N/A,16:31:00.028,0.05505,13.05
16:31:00.051,16:31:00.107,Kanan,N/A,N/A,16:31:00.108,0.05643,12.87
16:31:00.142,16:31:00.195,Kanan,N/A,N/A,16:31:00.195,0.05301,10.85
16:31:00.219,16:31:00.271,Kanan,N/A,N/A,16:31:00.271,0.05124,12.98
16:31:00.295,16:31:00.346,Kanan,N/A,N/A,16:31:00.346,0.05060,13.13
16:31:00.372,16:31:00.426,Kanan,N/A,N/A,16:31:00.426,0.05328,12.90
16:31:00.449,16:31:00.503,Kanan,N/A,N/A,16:31:00.504,0.05428,13.14
16:31:00.525,16:31:00.578,Kanan,N/A,N/A,16:31:00.579,0.05293,13.13
16:31:00.604,16:31:00.659,Kanan,N/A,N/A,16:31:00.659,0.05525,12.85
16:31:00.680,16:31:00.736,Kanan,N/A,N/A,16:31:00.736,0.05611,12.96
16:31:00.757,16:31:00.810,Kanan,N/A,N/A,16:31:00.810,0.05351,13.07
16:31:00.835,16:31:00.888,Kanan,N/A,N/A,16:31:00.888,0.05302,12.78
16:31:00.910,16:31:00.964,Kanan,N/A,N/A,16:31:00.964,0.05341,13.18
16:31:00.989,16:31:01.040,Kanan,N/A,N/A,16:31:01.040,0.05123,12.86
16:31:01.065,16:31:01.117,Kanan,N/A,N/A,16:31:01.117,0.05226,13.05
16:31:01.142,16:31:01.196,Kanan,N/A,N/A,16:31:01.196,0.05330,12.99
16:31:01.218,16:31:01.272,Kanan,N/A,N/A,16:31:01.272,0.05407,13.21
16:31:01.295,16:31:01.346,Kanan,N/A,N/A,16:31:01.346,0.05125,12.98
16:31:01.373,16:31:01.426,Kanan,N/A,N/A,16:31:01.426,0.05360,12.86
16:31:01.449,16:31:01.501,Kanan,N/A,N/A,16:31:01.501,0.05178,13.17
16:31:01.525,16:31:01.577,Kanan,N/A,N/A,16:31:01.578,0.05192,13.11
16:31:01.602,16:31:01.654,Kanan,N/A,N/A,16:31:01.654,0.05182,13.03
16:31:01.678,16:31:01.729,Kanan,N/A,N/A,16:31:01.731,0.05086,13.10
16:31:01.755,16:31:01.810,Kanan,N/A,N/A,16:31:01.810,0.05443,12.98
16:31:01.833,16:31:01.887,Kanan,N/A,N/A,16:31:01.887,0.05446,12.98
16:31:01.910,16:31:01.963,Kanan,N/A,N/A,16:31:01.964,0.05273,12.89
16:31:01.988,16:31:02.040,Kanan,N/A,N/A,16:31:02.040,0.05175,12.96
16:31:02.063,16:31:02.115,Kanan,N/A,N/A,16:31:02.115,0.05232,13.13
16:31:02.140,16:31:02.191,Kanan,N/A,N/A,16:31:02.191,0.05087,13.02
16:31:02.216,16:31:02.268,Kanan,N/A,N/A,16:31:02.268,0.05220,13.19
16:31:02.294,16:31:02.348,Kanan,N/A,N/A,16:31:02.348,0.05380,12.83
16:31:02.367,16:31:02.417,Kanan,N/A,N/A,16:31:02.418,0.05050,13.67
16:31:02.449,16:31:02.500,Kanan,N/A,N/A,16:31:02.500,0.05074,12.34
16:31:02.524,16:31:02.576,Kanan,N/A,N/A,16:31:02.576,0.05175,13.05
16:31:02.602,16:31:02.657,Kanan,N/A,N/A,16:31:02.657,0.05416,12.88
16:31:02.680,16:31:02.733,Kanan,N/A,N/A,16:31:02.733,0.05291,12.85
16:31:02.755,16:31:02.810,Kanan,N/A,N/A,16:31:02.811,0.05496,13.18
16:31:02.834,16:31:02.888,Kanan,N/A,N/A,16:31:02.888,0.05341,12.75
16:31:02.911,16:31:02.966,Kanan,N/A,N/A,16:31:02.966,0.05551,13.02
16:31:02.986,16:31:03.040,Kanan,N/A,N/A,16:31:03.040,0.05389,13.38
16:31:03.065,16:31:03.117,Kanan,N/A,N/A,16:31:03.117,0.05177,12.62
16:31:03.142,16:31:03.194,Kanan,N/A,N/A,16:31:03.194,0.05239,12.95
16:31:03.217,16:31:03.271,Kanan,N/A,N/A,16:31:03.271,0.05400,13.41
16:31:03.294,16:31:03.349,Kanan,N/A,N/A,16:31:03.349,0.05423,12.91
16:31:03.372,16:31:03.425,Kanan,N/A,N/A,16:31:03.425,0.05279,12.89
16:31:03.448,16:31:03.501,Kanan,N/A,N/A,16:31:03.501,0.05233,13.11
16:31:03.525,16:31:03.579,Kanan,N/A,N/A,16:31:03.579,0.05394,13.03
16:31:03.598,16:31:03.652,Kanan,N/A,N/A,16:31:03.652,0.05416,13.66
16:31:03.678,16:31:03.732,Kanan,N/A,N/A,16:31:03.732,0.05328,12.49
16:31:03.756,16:31:03.809,Kanan,N/A,N/A,16:31:03.809,0.05298,12.97
16:31:03.834,16:31:03.888,Kanan,N/A,N/A,16:31:03.889,0.05383,12.88
16:31:03.910,16:31:03.963,Kanan,N/A,N/A,16:31:03.963,0.05330,13.13
16:31:03.985,16:31:04.043,Kanan,N/A,N/A,16:31:04.043,0.05796,13.12
16:31:04.078,16:31:04.129,Kanan,N/A,N/A,16:31:04.129,0.05120,10.86
16:31:04.149,16:31:04.204,Kanan,N/A,N/A,16:31:04.204,0.05435,13.92
16:31:04.223,16:31:04.276,Kanan,N/A,N/A,16:31:04.276,0.05222,13.39
16:31:04.308,16:31:04.360,Kanan,N/A,N/A,16:31:04.360,0.05191,11.87
16:31:04.386,16:31:04.439,Kanan,N/A,N/A,16:31:04.439,0.05288,13.02
16:31:04.461,16:31:04.513,Kanan,N/A,N/A,16:31:04.513,0.05241,13.12
16:31:04.538,16:31:04.590,Kanan,N/A,N/A,16:31:04.590,0.05195,12.94
16:31:04.615,16:31:04.669,Kanan,N/A,N/A,16:31:04.669,0.05324,13.00
16:31:04.692,16:31:04.747,Kanan,N/A,N/A,16:31:04.748,0.05446,13.02
16:31:04.770,16:31:04.824,Kanan,N/A,N/A,16:31:04.824,0.05394,12.96
16:31:04.846,16:31:04.901,Kanan,N/A,N/A,16:31:04.901,0.05546,13.12
16:31:04.923,16:31:04.975,Kanan,N/A,N/A,16:31:04.975,0.05205,12.98
16:31:05.001,16:31:05.052,Kanan,N/A,N/A,16:31:05.053,0.05125,12.90
16:31:05.075,16:31:05.130,Kanan,N/A,N/A,16:31:05.130,0.05532,13.23
16:31:05.153,16:31:05.206,Kanan,N/A,N/A,16:31:05.207,0.05288,12.88
16:31:05.230,16:31:05.282,Kanan,N/A,N/A,16:31:05.282,0.05276,13.01
16:31:05.307,16:31:05.358,Kanan,N/A,N/A,16:31:05.358,0.05127,13.05
16:31:05.385,16:31:05.437,Kanan,N/A,N/A,16:31:05.437,0.05275,12.85
16:31:05.461,16:31:05.514,Kanan,N/A,N/A,16:31:05.514,0.05321,13.14
16:31:05.537,16:31:05.590,Kanan,N/A,N/A,16:31:05.590,0.05281,13.15
16:31:05.616,16:31:05.670,Kanan,N/A,N/A,16:31:05.670,0.05390,12.87
16:31:05.692,16:31:05.744,Kanan,N/A,N/A,16:31:05.744,0.05206,12.86
16:31:05.769,16:31:05.821,Kanan,N/A,N/A,16:31:05.821,0.05277,13.07
16:31:05.844,16:31:05.898,Kanan,N/A,N/A,16:31:05.898,0.05343,13.13
16:31:05.922,16:31:05.976,Kanan,N/A,N/A,16:31:05.976,0.05388,12.94
16:31:06.000,16:31:06.055,Kanan,N/A,N/A,16:31:06.055,0.05491,12.94
16:31:06.077,16:31:06.129,Kanan,N/A,N/A,16:31:06.129,0.05180,13.04
16:31:06.152,16:31:06.205,Kanan,N/A,N/A,16:31:06.205,0.05279,12.97
16:31:06.230,16:31:06.281,Kanan,N/A,N/A,16:31:06.281,0.05102,13.04
16:31:06.307,16:31:06.358,Kanan,N/A,N/A,16:31:06.358,0.05073,12.99
16:31:06.385,16:31:06.437,Kanan,N/A,N/A,16:31:06.437,0.05228,12.78
16:31:06.462,16:31:06.514,Kanan,N/A,N/A,16:31:06.514,0.05179,12.96
16:31:06.540,16:31:06.592,Kanan,N/A,N/A,16:31:06.592,0.05129,12.88
16:31:06.617,16:31:06.670,Kanan,N/A,N/A,16:31:06.670,0.05290,12.95
16:31:06.694,16:31:06.746,Kanan,N/A,N/A,16:31:06.746,0.05290,13.05
16:31:06.772,16:31:06.823,Kanan,N/A,N/A,16:31:06.823,0.05079,12.82
16:31:06.850,16:31:06.902,Kanan,N/A,N/A,16:31:06.902,0.05237,12.95
16:31:06.925,16:31:06.981,Kanan,N/A,N/A,16:31:06.981,0.05582,13.12
16:31:07.004,16:31:07.061,Kanan,N/A,N/A,16:31:07.061,0.05773,13.04
16:31:07.094,16:31:07.146,Kanan,N/A,N/A,16:31:07.146,0.05202,10.88
16:31:07.170,16:31:07.224,Kanan,N/A,N/A,16:31:07.224,0.05375,13.00
16:31:07.248,16:31:07.300,Kanan,N/A,N/A,16:31:07.300,0.05212,12.95
16:31:07.325,16:31:07.376,Kiri,N/A,N/A,16:31:07.376,0.05121,12.98
16:31:07.402,16:31:07.453,Kiri,N/A,N/A,16:31:07.453,0.05074,13.03
16:31:07.477,16:31:07.528,Kiri,N/A,N/A,16:31:07.528,0.05123,13.13
16:31:07.555,16:31:07.607,Kiri,N/A,N/A,16:31:07.607,0.05238,13.03
16:31:07.631,16:31:07.685,Kiri,N/A,N/A,16:31:07.685,0.05458,13.17
16:31:07.708,16:31:07.760,Kiri,N/A,N/A,16:31:07.760,0.05258,12.97
16:31:07.786,16:31:07.839,Kiri,N/A,N/A,16:31:07.839,0.05370,12.99
16:31:07.862,16:31:07.919,Kiri,N/A,N/A,16:31:07.919,0.05666,12.98
16:31:07.954,16:31:08.005,Kiri,N/A,N/A,16:31:08.005,0.05125,10.85
16:31:08.111,16:31:08.161,Kiri,N/A,N/A,16:31:08.161,0.04966,15.64
16:31:08.184,16:31:08.236,Kiri,N/A,N/A,16:31:08.236,0.05166,11.20
16:31:08.263,16:31:08.313,Kiri,N/A,N/A,16:31:08.314,0.05033,12.81
16:31:08.340,16:31:08.394,Kiri,N/A,N/A,16:31:08.395,0.05374,12.94
16:31:08.416,16:31:08.469,Kiri,N/A,N/A,16:31:08.469,0.05278,13.15
16:31:08.492,16:31:08.544,Kanan,N/A,N/A,16:31:08.544,0.05175,12.88
16:31:08.571,16:31:08.622,Kanan,N/A,N/A,16:31:08.622,0.05072,12.96
16:31:08.648,16:31:08.702,Kanan,N/A,N/A,16:31:08.702,0.05434,12.85
16:31:08.724,16:31:08.777,Kanan,N/A,N/A,16:31:08.777,0.05243,13.10
16:31:08.801,16:31:08.852,Kanan,N/A,N/A,16:31:08.852,0.05169,13.02
16:31:08.878,16:31:08.933,Kanan,N/A,N/A,16:31:08.934,0.05475,13.05
16:31:08.970,16:31:09.020,Kanan,N/A,N/A,16:31:09.021,0.04975,10.95
16:31:09.045,16:31:09.098,Kanan,N/A,N/A,16:31:09.098,0.05245,13.10
16:31:09.123,16:31:09.177,Kanan,N/A,N/A,16:31:09.177,0.05428,12.88
16:31:09.199,16:31:09.253,Kanan,N/A,N/A,16:31:09.253,0.05318,13.12
16:31:09.275,16:31:09.328,Kanan,N/A,N/A,16:31:09.328,0.05266,13.15
16:31:09.353,16:31:09.405,Kanan,N/A,N/A,16:31:09.405,0.05233,12.89
16:31:09.430,16:31:09.491,Kanan,N/A,N/A,16:31:09.491,0.06073,12.95
16:31:09.523,16:31:09.575,Kanan,N/A,N/A,16:31:09.575,0.05237,10.78
16:31:09.600,16:31:09.653,Kanan,N/A,N/A,16:31:09.654,0.05250,12.93
16:31:09.676,16:31:09.731,Kanan,N/A,N/A,16:31:09.731,0.05501,13.28
16:31:09.753,16:31:09.805,Kanan,N/A,N/A,16:31:09.806,0.05192,12.91
16:31:09.829,16:31:09.883,Kanan,N/A,N/A,16:31:09.883,0.05376,13.11
16:31:09.907,16:31:09.959,Kanan,N/A,N/A,16:31:09.959,0.05233,12.87
16:31:09.984,16:31:10.035,Kanan,N/A,N/A,16:31:10.036,0.05074,13.12
16:31:10.060,16:31:10.113,Kanan,N/A,N/A,16:31:10.113,0.05279,13.04
16:31:10.138,16:31:10.190,Kanan,N/A,N/A,16:31:10.190,0.05196,12.94
16:31:10.214,16:31:10.264,Kanan,N/A,N/A,16:31:10.264,0.05068,13.01
16:31:10.291,16:31:10.344,Kanan,N/A,N/A,16:31:10.344,0.05324,13.06
16:31:10.366,16:31:10.420,Kanan,N/A,N/A,16:31:10.420,0.05322,13.12
16:31:10.444,16:31:10.497,Kanan,N/A,N/A,16:31:10.498,0.05279,12.98
16:31:10.521,16:31:10.573,Kanan,N/A,N/A,16:31:10.573,0.05229,13.05
16:31:10.597,16:31:10.651,Kanan,N/A,N/A,16:31:10.651,0.05483,13.18
16:31:10.676,16:31:10.735,Kanan,N/A,N/A,16:31:10.735,0.05914,12.79
16:31:10.769,16:31:10.833,Kanan,N/A,N/A,16:31:10.833,0.06455,10.86
16:31:24.440,16:31:24.490,Kanan,N/A,True,16:31:24.490,0.05072,21.44
16:31:24.531,16:31:24.582,Kanan,N/A,N/A,16:31:24.582,0.05079,9.35
16:31:24.623,16:31:24.675,Kanan,N/A,N/A,16:31:24.675,0.05186,10.85
16:31:26.196,16:31:26.245,Kanan,N/A,N/A,16:31:26.245,0.04933,16.35
16:31:26.289,16:31:26.340,Kanan,N/A,N/A,16:31:26.341,0.05106,9.21
16:31:26.379,16:31:26.431,Kanan,N/A,N/A,16:31:26.431,0.05124,10.90
16:31:26.473,16:31:26.523,Kanan,N/A,N/A,16:31:26.523,0.04974,10.82
16:31:26.564,16:31:26.614,Kanan,N/A,N/A,16:31:26.614,0.05022,10.83
16:31:26.657,16:31:26.710,Kanan,N/A,N/A,16:31:26.710,0.05274,10.80
16:31:26.751,16:31:26.804,Kanan,N/A,N/A,16:31:26.804,0.05287,10.77
16:31:26.841,16:31:26.894,Kanan,N/A,N/A,16:31:26.895,0.05228,10.93
16:31:26.934,16:31:26.985,Kanan,N/A,N/A,16:31:26.985,0.05130,10.87
16:31:27.025,16:31:27.078,Kiri,N/A,N/A,16:31:27.078,0.05259,10.89
16:31:27.117,16:31:27.169,Kanan,N/A,N/A,16:31:27.169,0.05206,10.83
16:31:27.210,16:31:27.261,Kanan,N/A,N/A,16:31:27.261,0.05071,10.80
16:31:27.303,16:31:27.357,Kanan,N/A,N/A,16:31:27.357,0.05440,10.90
16:31:27.395,16:31:27.446,Kanan,N/A,N/A,16:31:27.446,0.05078,10.72
16:31:27.487,16:31:27.536,Kanan,N/A,N/A,16:31:27.536,0.04972,10.89
16:31:27.578,16:31:27.628,Kanan,N/A,N/A,16:31:27.628,0.04970,10.94
16:31:27.670,16:31:27.721,Kanan,N/A,N/A,16:31:27.721,0.05171,10.89
16:31:27.761,16:31:27.812,Kanan,N/A,N/A,16:31:27.812,0.05030,10.89
16:31:27.855,16:31:27.907,Kanan,N/A,N/A,16:31:27.907,0.05178,10.80
16:31:27.948,16:31:28.000,Kanan,N/A,N/A,16:31:28.000,0.05125,10.76
16:31:28.040,16:31:28.091,Kanan,N/A,N/A,16:31:28.091,0.05029,10.80
16:31:28.131,16:31:28.183,Kanan,N/A,N/A,16:31:28.183,0.05128,10.94
16:31:28.224,16:31:28.273,Kanan,N/A,N/A,16:31:28.273,0.04947,10.82
16:31:28.316,16:31:28.366,Kanan,N/A,N/A,16:31:28.366,0.04974,10.86
16:31:28.407,16:31:28.460,Kanan,N/A,N/A,16:31:28.460,0.05281,10.94
16:31:28.500,16:31:28.552,Kanan,N/A,N/A,16:31:28.552,0.05176,10.83
16:31:28.593,16:31:28.645,Kanan,N/A,N/A,16:31:28.645,0.05273,10.78
16:31:28.685,16:31:28.738,Kanan,N/A,N/A,16:31:28.738,0.05327,10.89
16:31:28.776,16:31:28.826,Kanan,N/A,N/A,16:31:28.826,0.05020,10.91
16:31:28.868,16:31:28.920,Kanan,N/A,N/A,16:31:28.920,0.05175,10.89
16:31:28.959,16:31:29.011,Kanan,N/A,N/A,16:31:29.011,0.05123,10.91
16:31:29.051,16:31:29.106,Kanan,N/A,N/A,16:31:29.106,0.05478,10.88
16:31:29.143,16:31:29.194,Kanan,N/A,N/A,16:31:29.194,0.05070,10.90
16:31:29.236,16:31:29.286,Kanan,N/A,N/A,16:31:29.286,0.04970,10.81
16:31:29.327,16:31:29.377,Kanan,N/A,N/A,16:31:29.378,0.04977,10.91
16:31:29.419,16:31:29.470,Kanan,N/A,N/A,16:31:29.470,0.05066,10.91
16:31:29.511,16:31:29.561,Kanan,N/A,N/A,16:31:29.561,0.05026,10.96
16:31:29.603,16:31:29.656,Kanan,N/A,N/A,16:31:29.656,0.05325,10.75
16:31:29.696,16:31:29.748,Kanan,N/A,N/A,16:31:29.748,0.05161,10.89
16:31:29.788,16:31:29.839,Kanan,N/A,N/A,16:31:29.839,0.05126,10.76
16:31:29.880,16:31:29.929,Kanan,N/A,N/A,16:31:29.929,0.04971,10.95
16:31:29.957,16:31:30.009,Kanan,N/A,N/A,16:31:30.009,0.05227,12.86
16:31:30.035,16:31:30.085,Kanan,N/A,N/A,16:31:30.085,0.05066,12.85
16:31:30.112,16:31:30.166,Kanan,N/A,N/A,16:31:30.166,0.05428,12.96
16:31:30.189,16:31:30.242,Kanan,N/A,N/A,16:31:30.242,0.05340,13.03
16:31:30.265,16:31:30.317,Kanan,N/A,N/A,16:31:30.317,0.05181,13.12
16:31:30.343,16:31:30.395,Kanan,N/A,N/A,16:31:30.395,0.05229,12.95
16:31:30.419,16:31:30.470,Kanan,N/A,N/A,16:31:30.471,0.05125,12.96
16:31:30.498,16:31:30.549,Kanan,N/A,N/A,16:31:30.549,0.05128,12.90
16:31:30.574,16:31:30.625,Kanan,N/A,N/A,16:31:30.625,0.05142,12.96
16:31:30.651,16:31:30.704,Kanan,N/A,N/A,16:31:30.704,0.05275,13.00
16:31:30.730,16:31:30.781,Kanan,N/A,N/A,16:31:30.781,0.05137,12.80
16:31:30.806,16:31:30.860,Kanan,N/A,N/A,16:31:30.860,0.05379,13.03
16:31:30.882,16:31:30.936,Kanan,N/A,N/A,16:31:30.936,0.05401,12.87
16:31:30.960,16:31:31.014,Kanan,N/A,N/A,16:31:31.014,0.05381,13.10
