start_gesture_time,end_gesture_time,predicted_label,true_label,is_correct,send_time,inference_time,fps
22:48:05.514,22:48:06.451,Maju,Maju,True,22:48:06.451,0.93664,21.53
22:48:06.649,22:48:06.751,Maju,Maju,True,22:48:06.752,0.10184,6.76
22:48:06.924,22:48:07.185,Maju,Maju,True,22:48:07.187,0.26069,7.22
22:48:07.356,22:48:07.459,Maju,Maju,True,22:48:07.460,0.10309,7.45
22:48:07.649,22:48:07.748,Maju,Maju,True,22:48:07.748,0.09859,7.16
22:48:07.938,22:48:08.033,Maju,Maju,True,22:48:08.034,0.09522,6.56
22:48:08.215,22:48:08.313,Maju,Maju,True,22:48:08.313,0.09711,7.16
22:48:08.493,22:48:08.587,Maju,Maju,True,22:48:08.588,0.09376,7.21
22:48:08.771,22:48:08.879,Maju,Maju,True,22:48:08.879,0.10837,7.06
22:48:09.060,22:48:09.154,Maju,Maju,True,22:48:09.155,0.09430,7.27
22:48:09.337,22:48:09.434,Maju,Maju,True,22:48:09.435,0.09719,7.28
22:48:09.616,22:48:09.715,Maju,Maju,True,22:48:09.716,0.09938,7.27
22:48:09.892,22:48:10.001,Maju,Maju,True,22:48:10.001,0.10911,7.23
22:48:10.185,22:48:10.282,Maju,Maju,True,22:48:10.283,0.09720,7.23
22:48:10.461,22:48:10.557,Maju,Maju,True,22:48:10.558,0.09654,7.25
22:48:10.751,22:48:10.851,Maju,Maju,True,22:48:10.851,0.10077,6.52
22:48:11.042,22:48:11.135,Maju,Maju,True,22:48:11.136,0.09389,6.53
22:48:11.317,22:48:11.409,Maju,Maju,True,22:48:11.410,0.09243,7.26
22:48:11.594,22:48:11.690,Maju,Maju,True,22:48:11.690,0.09535,7.23
22:48:11.868,22:48:11.963,Maju,Maju,True,22:48:11.964,0.09459,7.24
22:48:12.146,22:48:12.243,Maju,Maju,True,22:48:12.243,0.09761,7.21
22:48:12.425,22:48:12.520,Maju,Maju,True,22:48:12.521,0.09515,7.18
22:48:12.717,22:48:12.809,Maju,Maju,True,22:48:12.811,0.09234,6.50
22:48:12.994,22:48:13.087,Maju,Maju,True,22:48:13.087,0.09295,7.17
22:48:13.283,22:48:13.376,Maju,Maju,True,22:48:13.377,0.09281,6.51
22:48:13.560,22:48:13.663,Maju,Maju,True,22:48:13.664,0.10365,7.24
22:48:13.852,22:48:13.946,Maju,Maju,True,22:48:13.947,0.09455,7.27
22:48:14.128,22:48:14.220,Maju,Maju,True,22:48:14.220,0.09180,7.20
22:48:14.405,22:48:14.501,Maju,Maju,True,22:48:14.501,0.09561,7.20
22:48:14.681,22:48:14.774,Maju,Maju,True,22:48:14.775,0.09289,7.27
22:48:14.944,22:48:15.040,Maju,Maju,True,22:48:15.041,0.09629,7.45
22:48:15.218,22:48:15.309,Maju,Maju,True,22:48:15.309,0.09136,7.28
22:48:15.496,22:48:15.589,Maju,Maju,True,22:48:15.590,0.09291,7.18
22:48:15.768,22:48:15.860,Maju,Maju,True,22:48:15.860,0.09207,7.55
22:48:16.049,22:48:16.141,Maju,Maju,True,22:48:16.142,0.09152,7.25
22:48:16.324,22:48:16.419,Maju,Maju,True,22:48:16.420,0.09485,7.26
22:48:16.619,22:48:16.712,Maju,Maju,True,22:48:16.712,0.09347,6.46
22:48:16.894,22:48:16.986,Maju,Maju,True,22:48:16.986,0.09192,7.23
22:48:17.153,22:48:17.246,Maju,Maju,True,22:48:17.246,0.09322,7.46
22:48:17.432,22:48:17.533,Maju,Maju,True,22:48:17.534,0.10130,7.24
22:48:17.707,22:48:17.798,Maju,Maju,True,22:48:17.799,0.09152,7.20
22:48:17.981,22:48:18.079,Maju,Maju,True,22:48:18.080,0.09743,7.23
22:48:18.258,22:48:18.353,Maju,Maju,True,22:48:18.354,0.09486,7.24
22:48:18.533,22:48:18.625,Maju,Maju,True,22:48:18.625,0.09178,7.24
22:48:18.810,22:48:18.904,Maju,Maju,True,22:48:18.905,0.09385,7.26
22:48:19.085,22:48:19.176,Maju,Maju,True,22:48:19.176,0.09094,7.22
22:48:19.363,22:48:19.465,Maju,Maju,True,22:48:19.465,0.10214,7.17
