start_gesture_time,end_gesture_time,gesture_detected,send_time,inference_time,fps
18:42:04.562,18:42:04.613,Maju,18:42:04.613,0.05085,13.08
18:42:04.641,18:42:04.690,Maju,18:42:04.690,0.04924,13.04
18:42:04.714,18:42:04.765,Maju,18:42:04.765,0.05060,13.09
18:42:04.792,18:42:04.843,Maju,18:42:04.843,0.05054,12.83
18:42:04.870,18:42:04.921,Maju,18:42:04.921,0.05106,12.81
18:42:04.948,18:42:04.998,Stop,18:42:04.998,0.04992,13.07
18:42:05.026,18:42:05.076,Stop,18:42:05.076,0.05021,12.84
18:42:05.102,18:42:05.153,Kiri,18:42:05.153,0.05029,12.95
18:42:05.177,18:42:05.228,Kiri,18:42:05.228,0.05097,13.26
18:42:05.256,18:42:05.306,Kiri,18:42:05.306,0.05007,12.93
18:42:05.332,18:42:05.384,Kiri,18:42:05.384,0.05158,12.94
18:42:05.410,18:42:05.461,Kiri,18:42:05.461,0.05151,12.93
18:42:05.488,18:42:05.538,Kiri,18:42:05.538,0.05018,12.78
18:42:05.566,18:42:05.617,Kiri,18:42:05.617,0.05100,12.90
18:42:05.643,18:42:05.698,Kiri,18:42:05.698,0.05483,12.81
18:42:05.720,18:42:05.772,Kiri,18:42:05.772,0.05147,12.99
18:42:05.799,18:42:05.850,Kiri,18:42:05.850,0.05062,12.67
18:42:05.877,18:42:05.928,Kiri,18:42:05.928,0.05087,12.83
18:42:05.954,18:42:06.004,Kiri,18:42:06.004,0.05028,13.08
18:42:06.032,18:42:06.083,Kiri,18:42:06.083,0.05106,12.90
18:42:06.109,18:42:06.160,Kiri,18:42:06.160,0.05108,12.77
18:42:06.188,18:42:06.239,Kiri,18:42:06.239,0.05131,12.73
18:42:06.265,18:42:06.314,Kiri,18:42:06.315,0.04978,13.04
18:42:06.342,18:42:06.394,Kiri,18:42:06.394,0.05235,13.03
18:42:06.419,18:42:06.468,Kiri,18:42:06.468,0.04901,13.03
18:42:06.496,18:42:06.546,Kiri,18:42:06.546,0.04982,12.90
18:42:06.575,18:42:06.630,Mundur,18:42:06.631,0.05487,12.92
18:42:06.651,18:42:06.705,Mundur,18:42:06.705,0.05409,12.75
18:42:06.730,18:42:06.781,Mundur,18:42:06.781,0.05072,12.75
18:42:06.806,18:42:06.859,Mundur,18:42:06.859,0.05248,13.14
18:42:06.883,18:42:06.935,Mundur,18:42:06.935,0.05178,12.94
18:42:06.962,18:42:07.012,Mundur,18:42:07.012,0.05037,12.74
18:42:07.040,18:42:07.090,Mundur,18:42:07.090,0.05018,12.88
18:42:07.190,18:42:07.239,Mundur,18:42:07.239,0.04982,17.43
18:42:07.271,18:42:07.322,Mundur,18:42:07.322,0.05057,10.36
18:42:07.348,18:42:07.399,Mundur,18:42:07.399,0.05067,12.83
18:42:07.427,18:42:07.477,Mundur,18:42:07.477,0.05073,12.78
18:42:07.505,18:42:07.557,Mundur,18:42:07.557,0.05177,12.85
18:42:07.582,18:42:07.631,Mundur,18:42:07.632,0.04903,12.95
18:42:07.659,18:42:07.712,Mundur,18:42:07.712,0.05325,13.13
18:42:07.736,18:42:07.791,Kiri,18:42:07.791,0.05542,12.97
18:42:07.811,18:42:07.862,Kiri,18:42:07.862,0.05076,13.37
18:42:07.889,18:42:07.938,Kiri,18:42:07.938,0.04946,12.69
18:42:07.968,18:42:08.018,Kiri,18:42:08.018,0.05073,12.80
18:42:08.046,18:42:08.096,Kiri,18:42:08.096,0.04997,12.84
18:42:08.121,18:42:08.172,Kiri,18:42:08.172,0.05065,13.08
18:42:08.198,18:42:08.249,Kiri,18:42:08.249,0.05096,13.04
18:42:08.277,18:42:08.329,Kiri,18:42:08.329,0.05220,12.81
18:42:08.352,18:42:08.403,Kiri,18:42:08.403,0.05091,13.11
18:42:08.430,18:42:08.480,Kiri,18:42:08.480,0.04977,12.98
18:42:08.506,18:42:08.557,Maju,18:42:08.557,0.05118,13.09
18:42:08.585,18:42:08.635,Maju,18:42:08.635,0.05064,12.78
18:42:08.664,18:42:08.713,Maju,18:42:08.713,0.04933,12.74
18:42:08.740,18:42:08.791,Maju,18:42:08.791,0.05095,12.93
18:42:08.819,18:42:08.868,Maju,18:42:08.868,0.04978,12.85
18:42:08.896,18:42:08.947,Maju,18:42:08.947,0.05109,12.88
18:42:08.974,18:42:09.024,Maju,18:42:09.025,0.04980,12.86
18:42:09.051,18:42:09.101,Maju,18:42:09.101,0.05019,12.89
18:42:09.129,18:42:09.180,Maju,18:42:09.180,0.05095,12.95
18:42:09.205,18:42:09.255,Kanan,18:42:09.256,0.05032,13.10
18:42:09.282,18:42:09.333,Kanan,18:42:09.333,0.05059,12.94
18:42:09.360,18:42:09.410,Kanan,18:42:09.411,0.04939,12.74
18:42:09.438,18:42:09.487,Kanan,18:42:09.487,0.04934,13.05
18:42:09.516,18:42:09.567,Kanan,18:42:09.567,0.05179,12.73
18:42:09.668,18:42:09.717,Kanan,18:42:09.717,0.04998,16.47
18:42:09.746,18:42:09.795,Kanan,18:42:09.795,0.04949,10.72
18:42:09.823,18:42:09.877,Kanan,18:42:09.877,0.05372,12.76
18:42:09.901,18:42:09.952,Kanan,18:42:09.952,0.05081,12.98
18:42:09.979,18:42:10.030,Kanan,18:42:10.030,0.05030,12.79
18:42:10.058,18:42:10.108,Mundur,18:42:10.108,0.04953,12.67
18:42:10.135,18:42:10.186,Mundur,18:42:10.186,0.05062,12.92
18:42:10.214,18:42:10.263,Mundur,18:42:10.263,0.04927,12.76
18:42:10.291,18:42:10.341,Mundur,18:42:10.341,0.05000,12.83
18:42:10.369,18:42:10.420,Mundur,18:42:10.420,0.05057,12.93
18:42:10.539,18:42:10.589,Mundur,18:42:10.589,0.04974,21.48
18:42:10.617,18:42:10.669,Mundur,18:42:10.669,0.05275,10.72
18:42:10.694,18:42:10.744,Mundur,18:42:10.744,0.05041,12.96
18:42:10.771,18:42:10.820,Mundur,18:42:10.820,0.04904,12.91
18:42:10.849,18:42:10.903,Mundur,18:42:10.903,0.05400,12.70
18:42:10.927,18:42:10.977,Mundur,18:42:10.977,0.05020,12.88
18:42:11.004,18:42:11.054,Mundur,18:42:11.054,0.05005,13.12
18:42:11.082,18:42:11.132,Stop,18:42:11.132,0.04994,12.76
18:42:11.160,18:42:11.211,Stop,18:42:11.211,0.05048,12.88
18:42:11.237,18:42:11.286,Stop,18:42:11.286,0.04919,12.93
18:42:11.313,18:42:11.364,Stop,18:42:11.364,0.05075,12.94
18:42:11.392,18:42:11.442,Stop,18:42:11.442,0.04947,12.86
18:42:11.469,18:42:11.519,Stop,18:42:11.519,0.05036,12.82
18:42:11.549,18:42:11.600,Stop,18:42:11.600,0.05099,12.69
18:42:11.626,18:42:11.678,Stop,18:42:11.678,0.05187,12.89
18:42:11.703,18:42:11.752,Stop,18:42:11.752,0.04901,13.00
18:42:11.782,18:42:11.831,Stop,18:42:11.831,0.04904,12.76
