start_gesture_time,end_gesture_time,gesture_detected,send_time,move_start_time,inference_time,delay,fps
13:02:02.202,13:02:02.253,Kiri,13:02:02.253,13:02:02.453,0.05036,0.200,12.79
13:02:02.279,13:02:02.331,Kiri,13:02:02.331,13:02:02.531,0.05181,0.200,13.04
13:02:02.357,13:02:02.410,Kiri,13:02:02.410,13:02:02.610,0.05316,0.200,12.96
13:02:02.435,13:02:02.486,Kiri,13:02:02.487,13:02:02.687,0.05115,0.201,12.86
13:02:02.512,13:02:02.564,Kiri,13:02:02.564,13:02:02.764,0.05197,0.200,12.94
13:02:02.589,13:02:02.640,Kiri,13:02:02.640,13:02:02.840,0.05056,0.200,13.01
13:02:02.664,13:02:02.716,Kiri,13:02:02.717,13:02:02.917,0.05168,0.201,13.14
13:02:02.743,13:02:02.798,Kiri,13:02:02.798,13:02:02.998,0.05531,0.200,12.82
13:02:02.821,13:02:02.874,Kiri,13:02:02.874,13:02:03.074,0.05274,0.200,12.87
13:02:02.897,13:02:02.949,Kiri,13:02:02.949,13:02:03.149,0.05278,0.200,13.14
13:02:02.975,13:02:03.026,Kiri,13:02:03.026,13:02:03.226,0.05079,0.200,12.72
13:02:03.053,13:02:03.104,Kiri,13:02:03.104,13:02:03.304,0.05157,0.200,12.88
13:02:03.130,13:02:03.181,Kiri,13:02:03.181,13:02:03.381,0.05146,0.200,12.97
13:02:03.206,13:02:03.259,Kiri,13:02:03.260,13:02:03.460,0.05291,0.201,13.08
13:02:03.284,13:02:03.336,Kiri,13:02:03.337,13:02:03.537,0.05202,0.201,12.73
13:02:03.361,13:02:03.411,Kiri,13:02:03.412,13:02:03.612,0.05070,0.201,13.12
13:02:03.440,13:02:03.490,Kiri,13:02:03.490,13:02:03.690,0.05054,0.200,12.83
13:02:03.517,13:02:03.569,Kiri,13:02:03.569,13:02:03.769,0.05176,0.200,12.84
13:02:03.594,13:02:03.646,Kiri,13:02:03.646,13:02:03.846,0.05134,0.200,12.97
13:02:03.671,13:02:03.722,Kiri,13:02:03.723,13:02:03.923,0.05076,0.201,12.91
13:02:03.749,13:02:03.802,Kiri,13:02:03.803,13:02:04.003,0.05330,0.201,12.97
13:02:03.825,13:02:03.877,Kiri,13:02:03.877,13:02:04.077,0.05242,0.200,13.07
13:02:03.903,13:02:03.956,Kiri,13:02:03.956,13:02:04.156,0.05288,0.200,12.83
13:02:03.981,13:02:04.031,Kiri,13:02:04.031,13:02:04.231,0.05011,0.200,12.88
13:02:04.058,13:02:04.109,Kiri,13:02:04.109,13:02:04.309,0.05108,0.200,12.95
13:02:04.136,13:02:04.187,Kiri,13:02:04.187,13:02:04.387,0.05142,0.200,13.01
13:02:04.211,13:02:04.264,Kiri,13:02:04.264,13:02:04.464,0.05284,0.200,13.16
13:02:04.289,13:02:04.341,Kiri,13:02:04.341,13:02:04.541,0.05150,0.200,12.89
13:02:04.366,13:02:04.420,Kiri,13:02:04.420,13:02:04.620,0.05438,0.200,12.85
13:02:04.443,13:02:04.495,Kiri,13:02:04.495,13:02:04.695,0.05202,0.200,13.01
13:02:04.520,13:02:04.573,Kiri,13:02:04.573,13:02:04.773,0.05270,0.200,13.07
13:02:04.596,13:02:04.650,Kiri,13:02:04.650,13:02:04.850,0.05353,0.200,13.04
13:02:04.673,13:02:04.725,Kiri,13:02:04.725,13:02:04.925,0.05188,0.200,12.97
13:02:04.751,13:02:04.801,Kiri,13:02:04.802,13:02:05.002,0.05018,0.201,12.81
13:02:04.830,13:02:04.885,Kiri,13:02:04.885,13:02:05.085,0.05465,0.200,12.79
13:02:04.907,13:02:04.959,Kiri,13:02:04.959,13:02:05.159,0.05167,0.200,12.90
13:02:04.985,13:02:05.035,Kiri,13:02:05.035,13:02:05.235,0.05028,0.200,12.92
13:02:05.064,13:02:05.114,Kiri,13:02:05.114,13:02:05.314,0.05005,0.200,12.74
13:02:05.141,13:02:05.194,Kiri,13:02:05.194,13:02:05.394,0.05362,0.200,12.94
13:02:05.219,13:02:05.271,Kiri,13:02:05.271,13:02:05.471,0.05184,0.200,12.82
13:02:05.295,13:02:05.346,Kiri,13:02:05.346,13:02:05.546,0.05104,0.200,13.12
13:02:05.372,13:02:05.425,Kiri,13:02:05.425,13:02:05.625,0.05304,0.200,12.84
13:02:05.449,13:02:05.500,Kiri,13:02:05.500,13:02:05.700,0.05068,0.200,13.01
13:02:05.526,13:02:05.577,Kiri,13:02:05.577,13:02:05.777,0.05115,0.200,12.97
13:02:05.605,13:02:05.656,Maju,13:02:05.657,13:02:05.857,0.05126,0.201,12.72
13:02:05.683,13:02:05.734,Kanan,13:02:05.734,13:02:05.934,0.05126,0.200,12.89
13:02:05.760,13:02:05.811,Kanan,13:02:05.811,13:02:06.011,0.05077,0.200,13.00
13:02:05.837,13:02:05.891,Kanan,13:02:05.891,13:02:06.091,0.05398,0.200,12.84
13:02:05.915,13:02:05.968,Kanan,13:02:05.968,13:02:06.168,0.05289,0.200,12.89
13:02:05.992,13:02:06.044,Kanan,13:02:06.044,13:02:06.244,0.05195,0.200,12.86
13:02:06.069,13:02:06.122,Kanan,13:02:06.123,13:02:06.323,0.05333,0.201,13.19
13:02:06.145,13:02:06.197,Kanan,13:02:06.197,13:02:06.397,0.05167,0.200,13.05
13:02:06.222,13:02:06.275,Kanan,13:02:06.275,13:02:06.475,0.05306,0.200,12.93
13:02:06.300,13:02:06.352,Kanan,13:02:06.352,13:02:06.552,0.05180,0.200,12.80
13:02:06.379,13:02:06.431,Kanan,13:02:06.431,13:02:06.631,0.05219,0.200,12.88
13:02:06.455,13:02:06.506,Kanan,13:02:06.507,13:02:06.707,0.05015,0.201,13.01
13:02:06.534,13:02:06.587,Kanan,13:02:06.588,13:02:06.788,0.05265,0.201,12.81
13:02:06.610,13:02:06.664,Kanan,13:02:06.664,13:02:06.864,0.05392,0.200,12.96
13:02:06.686,13:02:06.738,Kanan,13:02:06.739,13:02:06.939,0.05214,0.201,13.18
13:02:06.764,13:02:06.815,Kanan,13:02:06.815,13:02:07.015,0.05153,0.200,12.86
13:02:06.842,13:02:06.893,Kanan,13:02:06.893,13:02:07.093,0.05057,0.200,12.77
13:02:06.920,13:02:06.971,Kanan,13:02:06.972,13:02:07.172,0.05095,0.201,12.95
13:02:06.997,13:02:07.050,Maju,13:02:07.051,13:02:07.251,0.05307,0.201,12.96
13:02:07.074,13:02:07.125,Maju,13:02:07.125,13:02:07.325,0.05161,0.200,12.97
13:02:07.151,13:02:07.203,Maju,13:02:07.203,13:02:07.403,0.05176,0.200,13.01
13:02:07.229,13:02:07.281,Maju,13:02:07.281,13:02:07.481,0.05194,0.200,12.83
13:02:07.306,13:02:07.366,Maju,13:02:07.366,13:02:07.566,0.06028,0.200,13.05
13:02:07.398,13:02:07.449,Maju,13:02:07.449,13:02:07.649,0.05100,0.200,10.76
13:02:07.477,13:02:07.528,Maju,13:02:07.530,13:02:07.730,0.05103,0.201,12.66
13:02:07.555,13:02:07.609,Maju,13:02:07.609,13:02:07.809,0.05466,0.200,12.88
13:02:07.633,13:02:07.684,Maju,13:02:07.684,13:02:07.884,0.05118,0.200,12.82
13:02:07.709,13:02:07.760,Maju,13:02:07.760,13:02:07.960,0.05116,0.200,13.00
13:02:07.786,13:02:07.839,Maju,13:02:07.839,13:02:08.039,0.05329,0.200,13.04
13:02:07.864,13:02:07.914,Kiri,13:02:07.914,13:02:08.114,0.05007,0.200,12.92
13:02:07.941,13:02:07.995,Kiri,13:02:07.995,13:02:08.195,0.05423,0.200,12.82
13:02:08.018,13:02:08.070,Kiri,13:02:08.070,13:02:08.270,0.05210,0.200,13.13
13:02:08.095,13:02:08.147,Kiri,13:02:08.147,13:02:08.347,0.05183,0.200,12.98
13:02:08.173,13:02:08.224,Kiri,13:02:08.224,13:02:08.424,0.05100,0.200,12.88
13:02:08.250,13:02:08.301,Kiri,13:02:08.301,13:02:08.501,0.05034,0.200,12.97
13:02:08.327,13:02:08.378,Kiri,13:02:08.378,13:02:08.578,0.05063,0.200,12.88
13:02:08.405,13:02:08.457,Kiri,13:02:08.457,13:02:08.657,0.05136,0.200,12.89
13:02:08.484,13:02:08.537,Kiri,13:02:08.537,13:02:08.737,0.05242,0.200,12.78
13:02:08.561,13:02:08.612,Kiri,13:02:08.612,13:02:08.812,0.05109,0.200,12.97
13:02:08.639,13:02:08.691,Kiri,13:02:08.691,13:02:08.891,0.05258,0.200,12.93
13:02:08.714,13:02:08.766,Kanan,13:02:08.766,13:02:08.966,0.05194,0.200,12.98
13:02:08.792,13:02:08.844,Kanan,13:02:08.844,13:02:09.044,0.05192,0.200,12.81
13:02:08.870,13:02:08.924,Kanan,13:02:08.924,13:02:09.124,0.05315,0.200,12.82
13:02:08.948,13:02:09.001,Kanan,13:02:09.001,13:02:09.201,0.05292,0.200,12.91
13:02:09.025,13:02:09.078,Kanan,13:02:09.079,13:02:09.279,0.05362,0.201,12.96
13:02:09.103,13:02:09.154,Kanan,13:02:09.154,13:02:09.354,0.05078,0.200,12.92
13:02:09.179,13:02:09.231,Kanan,13:02:09.231,13:02:09.431,0.05223,0.200,12.99
13:02:09.256,13:02:09.311,Kanan,13:02:09.311,13:02:09.511,0.05519,0.200,13.07
13:02:09.336,13:02:09.387,Kanan,13:02:09.387,13:02:09.587,0.05140,0.200,12.84
13:02:09.411,13:02:09.474,Kanan,13:02:09.474,13:02:09.674,0.06251,0.200,13.09
13:02:09.504,13:02:09.566,Maju,13:02:09.566,13:02:09.766,0.06143,0.200,10.87
13:02:09.598,13:02:09.655,Maju,13:02:09.655,13:02:09.855,0.05761,0.200,10.64
13:02:09.690,13:02:09.753,Kiri,13:02:09.753,13:02:09.953,0.06238,0.200,10.74
13:02:09.784,13:02:09.837,Mundur,13:02:09.837,13:02:10.037,0.05389,0.200,10.67
13:02:09.861,13:02:09.921,Mundur,13:02:09.921,13:02:10.121,0.05984,0.200,13.01
13:02:09.953,13:02:10.003,Mundur,13:02:10.003,13:02:10.203,0.05049,0.200,10.81
13:02:10.030,13:02:10.081,Mundur,13:02:10.081,13:02:10.281,0.05142,0.200,12.95
13:02:10.107,13:02:10.159,Mundur,13:02:10.159,13:02:10.359,0.05242,0.200,12.97
13:02:10.185,13:02:10.236,Mundur,13:02:10.236,13:02:10.436,0.05075,0.200,12.87
13:02:10.264,13:02:10.316,Mundur,13:02:10.316,13:02:10.516,0.05198,0.200,12.73
13:02:10.340,13:02:10.391,Mundur,13:02:10.391,13:02:10.591,0.05135,0.200,13.01
13:02:10.419,13:02:10.471,Stop,13:02:10.471,13:02:10.671,0.05175,0.200,12.80
13:02:10.496,13:02:10.547,Stop,13:02:10.547,13:02:10.747,0.05133,0.200,12.97
13:02:10.573,13:02:10.626,Stop,13:02:10.626,13:02:10.826,0.05288,0.200,12.96
13:02:10.650,13:02:10.702,Stop,13:02:10.702,13:02:10.902,0.05241,0.200,13.04
13:02:10.726,13:02:10.779,Stop,13:02:10.779,13:02:10.979,0.05295,0.200,12.98
13:02:10.805,13:02:10.859,Stop,13:02:10.859,13:02:11.059,0.05457,0.200,12.84
13:02:10.882,13:02:10.934,Stop,13:02:10.934,13:02:11.134,0.05154,0.200,12.75
13:02:10.961,13:02:11.014,Stop,13:02:11.014,13:02:11.214,0.05336,0.200,12.82
13:02:11.038,13:02:11.091,Stop,13:02:11.091,13:02:11.291,0.05232,0.200,12.99
13:02:11.115,13:02:11.168,Stop,13:02:11.168,13:02:11.368,0.05306,0.200,12.93
13:02:11.193,13:02:11.245,Stop,13:02:11.245,13:02:11.445,0.05186,0.200,12.88
13:02:11.270,13:02:11.321,Stop,13:02:11.321,13:02:11.521,0.05086,0.200,12.82
13:02:11.347,13:02:11.398,Stop,13:02:11.398,13:02:11.598,0.05030,0.200,13.12
13:02:11.425,13:02:11.479,Stop,13:02:11.479,13:02:11.679,0.05361,0.200,12.83
13:02:11.504,13:02:11.555,Stop,13:02:11.556,13:02:11.756,0.05143,0.201,12.76
13:02:11.581,13:02:11.630,Kiri,13:02:11.631,13:02:11.831,0.04896,0.201,12.95
13:02:11.657,13:02:11.708,Kiri,13:02:11.708,13:02:11.908,0.05063,0.200,12.96
13:02:11.735,13:02:11.786,Kiri,13:02:11.786,13:02:11.986,0.05123,0.200,12.90
13:02:11.812,13:02:11.865,Kiri,13:02:11.865,13:02:12.065,0.05210,0.200,12.85
13:02:11.892,13:02:11.945,Kiri,13:02:11.945,13:02:12.145,0.05319,0.200,12.75
13:02:11.969,13:02:12.019,Kiri,13:02:12.019,13:02:12.219,0.05040,0.200,12.94
13:02:12.046,13:02:12.096,Kiri,13:02:12.096,13:02:12.296,0.04994,0.200,12.87
13:02:12.124,13:02:12.174,Kiri,13:02:12.174,13:02:12.374,0.04989,0.200,12.89
13:02:12.202,13:02:12.253,Kiri,13:02:12.254,13:02:12.454,0.05035,0.201,12.84
13:02:12.279,13:02:12.329,Maju,13:02:12.329,13:02:12.529,0.05045,0.200,13.05
13:02:12.354,13:02:12.406,Maju,13:02:12.406,13:02:12.606,0.05144,0.200,13.09
13:02:12.433,13:02:12.483,Maju,13:02:12.483,13:02:12.683,0.05096,0.200,12.91
13:02:12.509,13:02:12.560,Maju,13:02:12.560,13:02:12.760,0.05195,0.200,13.13
13:02:12.587,13:02:12.637,Maju,13:02:12.637,13:02:12.837,0.04960,0.200,12.72
13:02:12.665,13:02:12.717,Maju,13:02:12.717,13:02:12.917,0.05245,0.200,12.91
13:02:12.741,13:02:12.794,Maju,13:02:12.794,13:02:12.994,0.05261,0.200,12.97
13:02:12.819,13:02:12.876,Maju,13:02:12.876,13:02:13.076,0.05689,0.200,13.21
13:02:12.910,13:02:12.962,Kanan,13:02:12.962,13:02:13.162,0.05262,0.200,10.74
13:02:12.989,13:02:13.040,Kanan,13:02:13.040,13:02:13.240,0.05100,0.200,12.86
13:02:13.065,13:02:13.115,Kanan,13:02:13.115,13:02:13.315,0.05029,0.200,13.04
13:02:13.141,13:02:13.192,Kanan,13:02:13.193,13:02:13.393,0.05095,0.201,13.09
13:02:13.219,13:02:13.272,Kanan,13:02:13.273,13:02:13.473,0.05236,0.201,13.03
13:02:13.294,13:02:13.346,Kanan,13:02:13.346,13:02:13.546,0.05201,0.200,13.04
13:02:13.372,13:02:13.423,Kanan,13:02:13.423,13:02:13.623,0.05104,0.200,12.90
13:02:13.449,13:02:13.502,Kanan,13:02:13.502,13:02:13.702,0.05350,0.200,13.09
13:02:13.527,13:02:13.578,Kanan,13:02:13.579,13:02:13.779,0.05186,0.201,12.88
13:02:13.604,13:02:13.658,Kanan,13:02:13.658,13:02:13.858,0.05380,0.200,12.94
13:02:13.682,13:02:13.734,Kanan,13:02:13.734,13:02:13.934,0.05154,0.200,12.85
13:02:13.759,13:02:13.809,Mundur,13:02:13.809,13:02:14.009,0.05038,0.200,12.95
13:02:13.836,13:02:13.886,Mundur,13:02:13.886,13:02:14.086,0.05033,0.200,13.03
13:02:13.913,13:02:13.965,Mundur,13:02:13.965,13:02:14.165,0.05183,0.200,12.93
13:02:13.991,13:02:14.043,Mundur,13:02:14.043,13:02:14.243,0.05222,0.200,12.85
13:02:14.068,13:02:14.119,Mundur,13:02:14.119,13:02:14.319,0.05027,0.200,12.84
13:02:14.145,13:02:14.197,Mundur,13:02:14.197,13:02:14.397,0.05137,0.200,13.02
13:02:14.223,13:02:14.275,Mundur,13:02:14.275,13:02:14.475,0.05201,0.200,12.83
13:02:14.300,13:02:14.351,Mundur,13:02:14.352,13:02:14.552,0.05074,0.201,13.07
13:02:14.378,13:02:14.428,Mundur,13:02:14.428,13:02:14.628,0.05003,0.200,13.06
13:02:14.454,13:02:14.508,Mundur,13:02:14.508,13:02:14.708,0.05441,0.200,12.97
13:02:14.531,13:02:14.586,Mundur,13:02:14.586,13:02:14.786,0.05530,0.200,12.98
13:02:14.607,13:02:14.659,Stop,13:02:14.659,13:02:14.859,0.05167,0.200,12.93
13:02:14.685,13:02:14.736,Stop,13:02:14.736,13:02:14.936,0.05144,0.200,12.97
13:02:14.764,13:02:14.815,Stop,13:02:14.815,13:02:15.015,0.05079,0.200,12.82
13:02:14.840,13:02:14.890,Stop,13:02:14.890,13:02:15.090,0.05049,0.200,13.00
13:02:14.916,13:02:14.968,Stop,13:02:14.968,13:02:15.168,0.05202,0.200,13.07
13:02:14.995,13:02:15.046,Stop,13:02:15.046,13:02:15.246,0.05156,0.200,12.69
13:02:15.072,13:02:15.126,Stop,13:02:15.126,13:02:15.326,0.05344,0.200,12.97
13:02:15.150,13:02:15.201,Stop,13:02:15.201,13:02:15.401,0.05063,0.200,12.93
13:02:15.226,13:02:15.277,Stop,13:02:15.277,13:02:15.477,0.05119,0.200,12.95
13:02:15.304,13:02:15.357,Stop,13:02:15.357,13:02:15.557,0.05280,0.200,12.92
