start_gesture_time,end_gesture_time,predicted_label,true_label,is_correct,send_time,inference_time,fps
16:32:48.476,16:32:48.720,Kanan,Maju,False,16:32:48.721,0.24365,33.26
16:32:48.864,16:32:48.922,Kanan,Maju,False,16:32:48.922,0.05836,9.36
16:32:49.140,16:32:49.201,Kanan,Maju,False,16:32:49.202,0.06045,10.78
16:32:49.400,16:32:49.454,Kanan,Maju,False,16:32:49.454,0.05378,13.07
16:32:49.663,16:32:49.847,Kanan,Maju,False,16:32:49.848,0.18423,10.84
16:32:50.031,16:32:50.084,Kanan,Maju,False,16:32:50.085,0.05348,13.01
16:32:50.262,16:32:50.316,Kanan,Maju,False,16:32:50.316,0.05405,13.00
16:32:50.493,16:32:50.544,Kanan,Maju,False,16:32:50.544,0.05121,13.06
16:32:50.723,16:32:50.776,Kanan,Maju,False,16:32:50.776,0.05273,12.88
16:32:50.954,16:32:51.004,Kanan,Maju,False,16:32:51.004,0.04983,12.82
16:32:51.184,16:32:51.234,Kanan,Maju,False,16:32:51.234,0.04971,12.92
16:32:51.415,16:32:51.466,Kanan,Maju,False,16:32:51.466,0.05064,13.11
16:32:51.646,16:32:51.698,Kanan,Maju,False,16:32:51.698,0.05180,13.13
16:32:51.879,16:32:51.929,Kanan,Maju,False,16:32:51.929,0.05022,13.06
16:32:52.107,16:32:52.157,Kanan,Maju,False,16:32:52.158,0.04973,12.97
16:32:52.337,16:32:52.389,Kiri,Maju,False,16:32:52.389,0.05179,13.14
16:32:52.569,16:32:52.621,Maju,Maju,True,16:32:52.621,0.05172,12.97
16:32:52.800,16:32:52.853,Maju,Maju,True,16:32:52.853,0.05313,12.97
16:32:53.030,16:32:53.085,Maju,Maju,True,16:32:53.085,0.05524,13.05
16:32:53.276,16:32:53.327,Maju,Maju,True,16:32:53.327,0.05075,12.99
16:32:53.505,16:32:53.556,Maju,Maju,True,16:32:53.557,0.05119,13.07
16:32:53.735,16:32:53.786,Maju,Maju,True,16:32:53.787,0.05020,13.05
16:32:53.965,16:32:54.015,Maju,Maju,True,16:32:54.015,0.05069,13.09
16:32:54.195,16:32:54.245,Maju,Maju,True,16:32:54.246,0.04953,13.06
16:32:54.426,16:32:54.479,Maju,Maju,True,16:32:54.479,0.05390,13.14
16:32:54.655,16:32:54.707,Maju,Maju,True,16:32:54.708,0.05219,13.15
16:32:54.887,16:32:54.938,Maju,Maju,True,16:32:54.938,0.05094,13.01
16:32:55.117,16:32:55.169,Maju,Maju,True,16:32:55.169,0.05142,13.00
16:32:55.361,16:32:55.412,Maju,Maju,True,16:32:55.412,0.05172,13.17
16:32:55.593,16:32:55.648,Maju,Maju,True,16:32:55.649,0.05461,12.87
16:32:55.825,16:32:55.875,Maju,Maju,True,16:32:55.875,0.05001,12.85
16:32:56.054,16:32:56.105,Maju,Maju,True,16:32:56.106,0.05069,13.06
16:32:56.285,16:32:56.337,Maju,Maju,True,16:32:56.337,0.05266,13.03
16:32:56.515,16:32:56.567,Maju,Maju,True,16:32:56.568,0.05270,13.14
16:32:56.747,16:32:56.796,Maju,Maju,True,16:32:56.796,0.04974,12.97
16:32:56.977,16:32:57.029,Maju,Maju,True,16:32:57.029,0.05177,13.04
16:32:57.206,16:32:57.259,Maju,Maju,True,16:32:57.259,0.05273,13.26
16:32:57.435,16:32:57.487,Maju,Maju,True,16:32:57.487,0.05122,13.16
16:32:57.666,16:32:57.717,Maju,Maju,True,16:32:57.718,0.05126,13.14
16:32:57.916,16:32:57.967,Maju,Maju,True,16:32:57.968,0.05117,10.63
16:32:58.145,16:32:58.196,Maju,Maju,True,16:32:58.197,0.05106,13.14
16:32:58.375,16:32:58.425,Maju,Maju,True,16:32:58.425,0.04966,12.99
16:32:58.605,16:32:58.660,Maju,Maju,True,16:32:58.660,0.05484,13.14
16:32:58.835,16:32:58.887,Maju,Maju,True,16:32:58.887,0.05171,13.13
16:32:59.066,16:32:59.118,Maju,Maju,True,16:32:59.118,0.05183,13.18
