start_gesture_time,end_gesture_time,gesture_detected,send_time,move_start_time,inference_time,delay,fps
1746941454.104998,1746941454.158092,Stop,1746941454.159127,1746941454.359127,0.05309,0.201,13.00
1746941454.183632,1746941454.234604,Stop,1746941454.234604,1746941454.434604,0.05097,0.200,12.82
1746941454.259518,1746941454.311878,Stop,1746941454.311878,1746941454.511878,0.05236,0.200,12.91
1746941454.336826,1746941454.388126,Stop,1746941454.388126,1746941454.588126,0.05130,0.200,13.09
1746941454.414625,1746941454.466132,Stop,1746941454.466132,1746941454.666132,0.05151,0.200,12.82
1746941454.491368,1746941454.542719,Stop,1746941454.542719,1746941454.742719,0.05135,0.200,13.05
1746941454.568772,1746941454.622297,Stop,1746941454.622297,1746941454.822297,0.05353,0.200,12.82
1746941454.646799,1746941454.699178,Stop,1746941454.699178,1746941454.899178,0.05238,0.200,12.89
1746941454.722678,1746941454.772273,Stop,1746941454.773285,1746941454.973285,0.04959,0.201,13.10
1746941454.801085,1746941454.852525,Stop,1746941454.852525,1746941455.052525,0.05144,0.200,12.88
1746941454.878506,1746941454.930318,Stop,1746941454.930318,1746941455.130318,0.05181,0.200,12.96
1746941454.955810,1746941455.007681,Stop,1746941455.007681,1746941455.207681,0.05187,0.200,12.85
1746941455.031696,1746941455.082611,Stop,1746941455.083623,1746941455.283623,0.05092,0.201,13.10
1746941455.107584,1746941455.160630,Maju,1746941455.160630,1746941455.360630,0.05305,0.200,13.08
1746941455.186708,1746941455.239662,Maju,1746941455.239662,1746941455.439662,0.05295,0.200,12.72
1746941455.263732,1746941455.315527,Maju,1746941455.315527,1746941455.515527,0.05180,0.200,13.09
1746941455.341638,1746941455.393049,Maju,1746941455.393049,1746941455.593049,0.05141,0.200,12.72
1746941455.417698,1746941455.467703,Maju,1746941455.467703,1746941455.667703,0.05001,0.200,13.09
1746941455.496349,1746941455.547550,Maju,1746941455.547550,1746941455.747550,0.05120,0.200,12.87
1746941455.572805,1746941455.624734,Maju,1746941455.625772,1746941455.825772,0.05193,0.201,12.92
1746941455.652749,1746941455.704825,Maju,1746941455.704825,1746941455.904825,0.05208,0.200,12.66
1746941455.728254,1746941455.781456,Maju,1746941455.781456,1746941455.981457,0.05320,0.200,13.06
1746941455.804934,1746941455.854778,Stop,1746941455.855812,1746941456.055812,0.04984,0.201,13.05
1746941455.882491,1746941455.936693,Stop,1746941455.936693,1746941456.136693,0.05420,0.200,13.06
1746941455.959539,1746941456.011856,Stop,1746941456.011856,1746941456.211856,0.05232,0.200,12.98
1746941456.037146,1746941456.091511,Stop,1746941456.091511,1746941456.291511,0.05436,0.200,13.00
1746941456.114126,1746941456.167483,Stop,1746941456.167483,1746941456.367483,0.05336,0.200,12.88
1746941456.190943,1746941456.241733,Stop,1746941456.241733,1746941456.442766,0.05079,0.201,13.02
1746941456.267303,1746941456.318736,Stop,1746941456.318736,1746941456.518736,0.05143,0.200,13.05
1746941456.343226,1746941456.393742,Stop,1746941456.394754,1746941456.594754,0.05052,0.201,13.12
1746941456.420661,1746941456.471887,Stop,1746941456.471887,1746941456.671887,0.05123,0.200,12.90
1746941456.498674,1746941456.550095,Stop,1746941456.550095,1746941456.750095,0.05142,0.200,12.92
1746941456.573877,1746941456.630579,Stop,1746941456.630579,1746941456.830580,0.05670,0.200,13.17
1746941456.653596,1746941456.707597,Stop,1746941456.707597,1746941456.907597,0.05400,0.200,12.75
1746941456.731278,1746941456.781428,Stop,1746941456.781428,1746941456.981428,0.05015,0.200,12.79
1746941456.809446,1746941456.859734,Stop,1746941456.859734,1746941457.059734,0.05029,0.200,12.86
1746941456.886868,1746941456.937903,Stop,1746941456.937903,1746941457.137903,0.05103,0.200,12.86
1746941456.963849,1746941457.015947,Stop,1746941457.015947,1746941457.215947,0.05210,0.200,13.07
1746941457.040688,1746941457.096061,Stop,1746941457.096061,1746941457.296061,0.05537,0.200,12.91
1746941457.117582,1746941457.166892,Stop,1746941457.167395,1746941457.367395,0.04931,0.201,13.03
1746941457.193330,1746941457.242591,Stop,1746941457.242591,1746941457.442591,0.04926,0.200,13.19
1746941457.269806,1746941457.325800,Stop,1746941457.325800,1746941457.525800,0.05599,0.200,13.03
1746941457.347452,1746941457.398870,Stop,1746941457.398870,1746941457.598870,0.05142,0.200,12.97
1746941457.423811,1746941457.475838,Stop,1746941457.476350,1746941457.676350,0.05203,0.201,13.05
1746941457.501798,1746941457.551372,Stop,1746941457.551372,1746941457.751372,0.04957,0.200,12.82
1746941457.578619,1746941457.629767,Stop,1746941457.629767,1746941457.829767,0.05115,0.200,12.96
1746941457.656670,1746941457.708677,Stop,1746941457.708677,1746941457.908677,0.05201,0.200,12.90
1746941457.733133,1746941457.784417,Stop,1746941457.785444,1746941457.985444,0.05128,0.201,13.03
1746941457.809161,1746941457.858577,Stop,1746941457.858577,1746941458.058577,0.04942,0.200,13.02
1746941457.887098,1746941457.936912,Stop,1746941457.936912,1746941458.136912,0.04981,0.200,12.96
1746941457.963264,1746941458.017734,Stop,1746941458.017734,1746941458.217734,0.05447,0.200,13.13
1746941458.041700,1746941458.093296,Stop,1746941458.093296,1746941458.293296,0.05160,0.200,12.83
1746941458.115886,1746941458.166701,Stop,1746941458.166701,1746941458.366701,0.05082,0.200,13.23
1746941458.193293,1746941458.244540,Stop,1746941458.244540,1746941458.444541,0.05125,0.200,13.07
1746941458.268593,1746941458.319470,Stop,1746941458.320483,1746941458.520483,0.05088,0.201,13.20
1746941458.346085,1746941458.396891,Stop,1746941458.398009,1746941458.598009,0.05081,0.201,13.01
1746941458.423195,1746941458.474716,Stop,1746941458.475746,1746941458.675746,0.05152,0.201,13.01
1746941458.499275,1746941458.550575,Stop,1746941458.550575,1746941458.750575,0.05130,0.200,13.00
1746941458.577627,1746941458.631652,Stop,1746941458.631652,1746941458.831652,0.05403,0.200,12.92
1746941458.654260,1746941458.707531,Stop,1746941458.707531,1746941458.907531,0.05327,0.200,13.07
1746941458.731551,1746941458.781664,Stop,1746941458.781664,1746941458.981664,0.05011,0.200,12.92
1746941458.807584,1746941458.858519,Stop,1746941458.858519,1746941459.058519,0.05093,0.200,12.96
1746941458.883936,1746941458.937351,Stop,1746941458.937351,1746941459.137351,0.05341,0.200,13.02
1746941458.962832,1746941459.012641,Stop,1746941459.013652,1746941459.213652,0.04981,0.201,12.84
1746941459.039700,1746941459.093281,Stop,1746941459.093281,1746941459.293281,0.05358,0.200,13.03
1746941459.117551,1746941459.167350,Stop,1746941459.167350,1746941459.367350,0.04980,0.200,12.97
1746941459.195074,1746941459.244680,Stop,1746941459.244680,1746941459.444680,0.04961,0.200,12.80
1746941459.273678,1746941459.324453,Stop,1746941459.325478,1746941459.525478,0.05078,0.201,12.77
1746941459.349523,1746941459.401364,Stop,1746941459.401364,1746941459.601364,0.05184,0.200,13.00
1746941459.427121,1746941459.477426,Stop,1746941459.477940,1746941459.677940,0.05031,0.201,13.02
1746941459.502929,1746941459.552835,Stop,1746941459.553845,1746941459.753845,0.04991,0.201,12.99
1746941459.582049,1746941459.634682,Stop,1746941459.634682,1746941459.834682,0.05263,0.200,12.91
1746941459.657991,1746941459.709148,Stop,1746941459.709148,1746941459.909148,0.05116,0.200,12.85
1746941459.737573,1746941459.788321,Stop,1746941459.788321,1746941459.988321,0.05075,0.200,12.84
1746941459.812634,1746941459.864588,Stop,1746941459.864588,1746941460.064588,0.05195,0.200,13.10
1746941459.891371,1746941459.942475,Stop,1746941459.942475,1746941460.142475,0.05110,0.200,12.83
1746941459.967605,1746941460.019445,Stop,1746941460.019445,1746941460.219445,0.05184,0.200,13.20
1746941460.044927,1746941460.097045,Stop,1746941460.097045,1746941460.297045,0.05212,0.200,12.84
1746941460.122708,1746941460.174624,Stop,1746941460.174624,1746941460.374624,0.05192,0.200,13.06
1746941460.199595,1746941460.250381,Stop,1746941460.251393,1746941460.451393,0.05079,0.201,13.03
1746941460.274874,1746941460.327526,Stop,1746941460.327526,1746941460.527526,0.05265,0.200,13.06
1746941460.352495,1746941460.403380,Stop,1746941460.403380,1746941460.603380,0.05089,0.200,12.95
1746941460.428308,1746941460.480730,Kanan,1746941460.480730,1746941460.680730,0.05242,0.200,13.02
1746941460.506661,1746941460.556893,Kanan,1746941460.556893,1746941460.756893,0.05023,0.200,12.91
1746941460.582631,1746941460.634696,Kanan,1746941460.634696,1746941460.834696,0.05206,0.200,13.04
1746941460.661419,1746941460.715953,Kanan,1746941460.715953,1746941460.915953,0.05453,0.200,12.78
1746941460.738229,1746941460.792554,Kanan,1746941460.792554,1746941460.992554,0.05433,0.200,12.91
1746941460.816100,1746941460.868026,Kanan,1746941460.868026,1746941461.068026,0.05193,0.200,12.93
1746941460.892962,1746941460.942221,Kanan,1746941460.942221,1746941461.142221,0.04926,0.200,13.10
1746941460.970311,1746941461.024045,Kanan,1746941461.024045,1746941461.224045,0.05373,0.200,12.89
1746941461.048682,1746941461.101245,Kanan,1746941461.101245,1746941461.301245,0.05256,0.200,12.88
1746941461.124974,1746941461.179667,Kanan,1746941461.179667,1746941461.379667,0.05469,0.200,12.96
1746941461.201663,1746941461.255870,Kanan,1746941461.255870,1746941461.455870,0.05421,0.200,12.93
1746941461.280503,1746941461.340777,Kanan,1746941461.340777,1746941461.540777,0.06027,0.200,12.95
1746941461.371898,1746941461.423761,Kanan,1746941461.423761,1746941461.623761,0.05186,0.200,10.82
1746941461.448263,1746941461.500539,Kanan,1746941461.500539,1746941461.700539,0.05228,0.200,13.00
1746941461.525939,1746941461.577849,Kanan,1746941461.577849,1746941461.777849,0.05191,0.200,12.95
1746941461.601950,1746941461.653764,Stop,1746941461.653764,1746941461.853764,0.05181,0.200,13.08
1746941461.678796,1746941461.731368,Stop,1746941461.731368,1746941461.931368,0.05257,0.200,13.10
1746941461.755134,1746941461.804984,Stop,1746941461.806009,1746941462.006009,0.04985,0.201,12.98
1746941461.832941,1746941461.883445,Stop,1746941461.884452,1746941462.084452,0.05050,0.201,13.05
1746941461.909948,1746941461.959230,Stop,1746941461.960243,1746941462.160243,0.04928,0.201,12.92
1746941461.984175,1746941462.036039,Stop,1746941462.036039,1746941462.236039,0.05186,0.200,13.37
1746941462.062187,1746941462.110349,Stop,1746941462.111361,1746941462.311361,0.04816,0.201,12.96
1746941462.139304,1746941462.189695,Stop,1746941462.189695,1746941462.389695,0.05039,0.200,12.92
1746941462.217244,1746941462.268249,Stop,1746941462.268249,1746941462.468249,0.05100,0.200,12.94
1746941462.292802,1746941462.344260,Stop,1746941462.344260,1746941462.544261,0.05146,0.200,13.05
1746941462.370921,1746941462.420365,Stop,1746941462.420365,1746941462.620365,0.04944,0.200,12.88
1746941462.448292,1746941462.501045,Stop,1746941462.501045,1746941462.701045,0.05275,0.200,12.92
1746941462.524793,1746941462.576754,Stop,1746941462.576754,1746941462.776754,0.05196,0.200,12.95
1746941462.601747,1746941462.654715,Stop,1746941462.654715,1746941462.854715,0.05297,0.200,13.03
1746941462.679799,1746941462.730481,Stop,1746941462.730481,1746941462.930481,0.05068,0.200,12.97
1746941462.757004,1746941462.807835,Stop,1746941462.807835,1746941463.007835,0.05083,0.200,12.87
1746941462.832871,1746941462.881598,Stop,1746941462.881598,1746941463.081599,0.04873,0.200,13.21
1746941462.911228,1746941462.960208,Stop,1746941462.960208,1746941463.160208,0.04898,0.200,12.74
1746941462.987169,1746941463.037509,Stop,1746941463.037509,1746941463.237509,0.05034,0.200,13.06
1746941463.063404,1746941463.116827,Stop,1746941463.116827,1746941463.316827,0.05342,0.200,13.05
1746941463.140784,1746941463.191696,Stop,1746941463.191696,1746941463.391696,0.05091,0.200,12.93
1746941463.219641,1746941463.273641,Stop,1746941463.273641,1746941463.473641,0.05400,0.200,12.83
1746941463.295699,1746941463.348150,Stop,1746941463.348150,1746941463.548151,0.05245,0.200,13.17
1746941463.373681,1746941463.423650,Stop,1746941463.423650,1746941463.623650,0.04997,0.200,12.82
1746941463.451408,1746941463.502939,Stop,1746941463.502939,1746941463.702939,0.05153,0.200,12.86
1746941463.527719,1746941463.580514,Stop,1746941463.580514,1746941463.780514,0.05279,0.200,13.09
1746941463.604025,1746941463.655443,Stop,1746941463.655443,1746941463.855443,0.05142,0.200,12.95
1746941463.680942,1746941463.733848,Stop,1746941463.734859,1746941463.934859,0.05291,0.201,13.16
1746941463.758357,1746941463.811765,Stop,1746941463.811765,1746941464.011765,0.05341,0.200,12.91
1746941463.834758,1746941463.887571,Stop,1746941463.887571,1746941464.087571,0.05281,0.200,13.01
1746941463.910321,1746941463.960490,Stop,1746941463.960490,1746941464.160491,0.05017,0.200,13.15
1746941463.987583,1746941464.037203,Stop,1746941464.037714,1746941464.237714,0.04962,0.201,12.88
1746941464.066568,1746941464.117970,Stop,1746941464.117970,1746941464.317970,0.05140,0.200,12.89
1746941464.143577,1746941464.195468,Stop,1746941464.195468,1746941464.395468,0.05189,0.200,12.90
1746941464.222392,1746941464.272282,Kiri,1746941464.272282,1746941464.472282,0.04989,0.200,12.76
1746941464.298621,1746941464.350665,Kiri,1746941464.350665,1746941464.550665,0.05204,0.200,13.09
1746941464.377249,1746941464.428587,Kiri,1746941464.428587,1746941464.628587,0.05134,0.200,12.76
1746941464.453154,1746941464.507454,Kiri,1746941464.507454,1746941464.707454,0.05430,0.200,13.01
1746941464.531984,1746941464.583866,Kiri,1746941464.583866,1746941464.783866,0.05188,0.200,13.02
1746941464.607338,1746941464.657669,Kiri,1746941464.657669,1746941464.857669,0.05033,0.200,13.08
1746941464.683738,1746941464.734487,Kiri,1746941464.734487,1746941464.934487,0.05075,0.200,13.11
1746941464.762011,1746941464.812411,Kiri,1746941464.812411,1746941465.012411,0.05040,0.200,12.76
1746941464.840050,1746941464.890409,Kiri,1746941464.890409,1746941465.090410,0.05036,0.200,12.83
1746941464.916790,1746941464.966101,Kiri,1746941464.966101,1746941465.166101,0.04931,0.200,13.10
1746941464.993665,1746941465.045609,Kiri,1746941465.045609,1746941465.245610,0.05194,0.200,13.03
1746941465.069623,1746941465.123330,Kiri,1746941465.123330,1746941465.323330,0.05371,0.200,12.98
1746941465.146792,1746941465.197043,Kiri,1746941465.197043,1746941465.397043,0.05025,0.200,12.87
1746941465.224056,1746941465.275010,Kiri,1746941465.276045,1746941465.476045,0.05095,0.201,12.94
1746941465.302011,1746941465.353116,Kiri,1746941465.353116,1746941465.553116,0.05111,0.200,12.99
1746941465.378417,1746941465.432973,Kiri,1746941465.432973,1746941465.632973,0.05456,0.200,13.01
1746941465.456831,1746941465.508279,Kiri,1746941465.508279,1746941465.708279,0.05145,0.200,12.96
1746941465.533563,1746941465.585992,Kiri,1746941465.585992,1746941465.785992,0.05243,0.200,12.99
1746941465.610722,1746941465.663219,Stop,1746941465.663219,1746941465.863219,0.05250,0.200,12.90
1746941465.688456,1746941465.739113,Stop,1746941465.740126,1746941465.940126,0.05066,0.201,12.97
1746941465.764617,1746941465.817247,Stop,1746941465.818258,1746941466.018258,0.05263,0.201,13.01
1746941465.841787,1746941465.893616,Stop,1746941465.893616,1746941466.093616,0.05183,0.200,12.87
1746941465.919804,1746941465.971742,Stop,1746941465.971742,1746941466.171742,0.05194,0.200,13.01
1746941465.995503,1746941466.045563,Stop,1746941466.045563,1746941466.245563,0.05006,0.200,12.93
1746941466.072697,1746941466.124890,Stop,1746941466.124890,1746941466.324890,0.05219,0.200,13.05
1746941466.151490,1746941466.201993,Stop,1746941466.201993,1746941466.401993,0.05050,0.200,12.76
1746941466.228469,1746941466.281440,Stop,1746941466.281440,1746941466.481440,0.05297,0.200,12.91
1746941466.306999,1746941466.360415,Stop,1746941466.360415,1746941466.560415,0.05342,0.200,12.81
1746941466.383306,1746941466.440483,Stop,1746941466.440483,1746941466.640483,0.05718,0.200,13.18
1746941466.474236,1746941466.524498,Stop,1746941466.525530,1746941466.725530,0.05026,0.201,10.82
1746941466.551595,1746941466.603559,Stop,1746941466.603559,1746941466.803559,0.05196,0.200,13.03
1746941466.628591,1746941466.679133,Stop,1746941466.680144,1746941466.880144,0.05054,0.201,12.98
1746941466.707350,1746941466.759833,Stop,1746941466.759833,1746941466.959833,0.05248,0.200,12.87
1746941466.782972,1746941466.834952,Stop,1746941466.834952,1746941467.034952,0.05198,0.200,13.07
1746941466.861082,1746941466.911359,Stop,1746941466.911359,1746941467.111359,0.05028,0.200,12.85
1746941466.937950,1746941466.991731,Stop,1746941466.991731,1746941467.191731,0.05378,0.200,12.99
1746941467.015962,1746941467.066783,Stop,1746941467.066783,1746941467.266783,0.05082,0.200,12.85
1746941467.092826,1746941467.144271,Stop,1746941467.144271,1746941467.344271,0.05145,0.200,12.92
1746941467.170488,1746941467.221949,Stop,1746941467.221949,1746941467.421949,0.05146,0.200,12.85
1746941467.248453,1746941467.301692,Stop,1746941467.301692,1746941467.501692,0.05324,0.200,12.92
1746941467.325247,1746941467.374233,Mundur,1746941467.374233,1746941467.574233,0.04899,0.200,13.03
1746941467.402070,1746941467.453706,Mundur,1746941467.453706,1746941467.653706,0.05164,0.200,13.01
1746941467.478910,1746941467.529593,Mundur,1746941467.529593,1746941467.729593,0.05068,0.200,12.96
1746941467.556882,1746941467.609639,Mundur,1746941467.610652,1746941467.810652,0.05276,0.201,12.94
1746941467.632623,1746941467.685733,Mundur,1746941467.685733,1746941467.885733,0.05311,0.200,13.03
1746941467.709711,1746941467.760617,Mundur,1746941467.761625,1746941467.961625,0.05091,0.201,12.92
1746941467.787075,1746941467.837474,Mundur,1746941467.837474,1746941468.037474,0.05040,0.200,13.08
1746941467.864139,1746941467.916067,Mundur,1746941467.916067,1746941468.116067,0.05193,0.200,12.98
1746941467.943036,1746941467.994441,Mundur,1746941467.994441,1746941468.194441,0.05141,0.200,12.86
1746941468.018368,1746941468.070651,Mundur,1746941468.070651,1746941468.271662,0.05228,0.201,12.99
1746941468.096735,1746941468.148548,Mundur,1746941468.148548,1746941468.348548,0.05181,0.200,12.93
1746941468.172698,1746941468.226960,Mundur,1746941468.226960,1746941468.426960,0.05426,0.200,13.03
1746941468.250011,1746941468.302960,Mundur,1746941468.302960,1746941468.502960,0.05295,0.200,12.84
1746941468.327501,1746941468.378515,Stop,1746941468.378515,1746941468.578515,0.05101,0.200,13.07
1746941468.402584,1746941468.453210,Stop,1746941468.453210,1746941468.653210,0.05063,0.200,13.13
1746941468.482042,1746941468.537068,Stop,1746941468.537068,1746941468.737068,0.05503,0.200,12.73
1746941468.558536,1746941468.610283,Stop,1746941468.610283,1746941468.810283,0.05175,0.200,13.09
1746941468.634787,1746941468.684719,Stop,1746941468.684719,1746941468.885746,0.04993,0.201,13.12
1746941468.714318,1746941468.765690,Stop,1746941468.765690,1746941468.965690,0.05137,0.200,12.80
1746941468.789158,1746941468.840069,Stop,1746941468.840069,1746941469.040069,0.05091,0.200,13.01
1746941468.867030,1746941468.918373,Stop,1746941468.918373,1746941469.118373,0.05134,0.200,13.02
1746941468.943166,1746941468.993382,Stop,1746941468.993382,1746941469.193382,0.05022,0.200,13.11
1746941469.019156,1746941469.070955,Stop,1746941469.070955,1746941469.270955,0.05180,0.200,12.98
1746941469.096487,1746941469.149509,Stop,1746941469.149509,1746941469.349509,0.05302,0.200,13.07
1746941469.172647,1746941469.227174,Stop,1746941469.227174,1746941469.427174,0.05453,0.200,13.04
1746941469.250747,1746941469.303781,Stop,1746941469.303781,1746941469.503781,0.05303,0.200,12.90
1746941469.326845,1746941469.380048,Stop,1746941469.380048,1746941469.580048,0.05320,0.200,13.12
1746941469.405710,1746941469.458370,Stop,1746941469.458370,1746941469.658370,0.05266,0.200,12.68
1746941469.482687,1746941469.533528,Stop,1746941469.533528,1746941469.733528,0.05084,0.200,12.91
1746941469.561231,1746941469.614307,Stop,1746941469.614307,1746941469.814307,0.05308,0.200,12.83
1746941469.636752,1746941469.688593,Stop,1746941469.688593,1746941469.888593,0.05184,0.200,13.04
1746941469.714697,1746941469.767728,Stop,1746941469.767728,1746941469.967728,0.05303,0.200,13.01
1746941469.792195,1746941469.844430,Stop,1746941469.845523,1746941470.045523,0.05224,0.201,12.88
